Test Error	Training Error	Valid Error	
 9.3370e-01	 9.4216e-01	 9.4239e-01	
 9.1600e-01	 9.0467e-01	 9.2338e-01	
 8.8360e-01	 8.7029e-01	 8.8478e-01	
 8.6270e-01	 8.5004e-01	 8.6957e-01	
 8.3010e-01	 8.3111e-01	 8.3497e-01	
 8.1000e-01	 8.1582e-01	 8.1236e-01	
 7.9190e-01	 8.0278e-01	 7.9456e-01	
 7.7450e-01	 7.8847e-01	 7.7015e-01	
 7.6390e-01	 7.7707e-01	 7.6775e-01	
 7.4800e-01	 7.6333e-01	 7.4355e-01	
 7.4610e-01	 7.5267e-01	 7.5155e-01	
 7.3310e-01	 7.4193e-01	 7.3935e-01	
 7.1790e-01	 7.3213e-01	 7.1774e-01	
 7.1680e-01	 7.2493e-01	 7.2555e-01	
 7.0790e-01	 7.1393e-01	 7.1094e-01	
 6.8900e-01	 7.0911e-01	 6.9214e-01	
 6.8470e-01	 6.9740e-01	 6.8814e-01	
 6.6770e-01	 6.9178e-01	 6.7313e-01	
 6.8150e-01	 6.8782e-01	 6.8934e-01	
 6.7170e-01	 6.7678e-01	 6.6933e-01	
 6.6540e-01	 6.7631e-01	 6.6593e-01	
 6.6920e-01	 6.6598e-01	 6.6733e-01	
 6.4610e-01	 6.6329e-01	 6.4813e-01	
 6.5030e-01	 6.5700e-01	 6.4713e-01	
 6.4320e-01	 6.5273e-01	 6.4953e-01	
 6.4800e-01	 6.4664e-01	 6.4873e-01	
 6.4270e-01	 6.4456e-01	 6.4593e-01	
 6.2600e-01	 6.3911e-01	 6.3293e-01	
 6.3250e-01	 6.3713e-01	 6.3693e-01	
 6.3070e-01	 6.3049e-01	 6.3013e-01	
 6.2190e-01	 6.2987e-01	 6.1652e-01	
 6.1470e-01	 6.2378e-01	 6.1572e-01	
 6.1990e-01	 6.1836e-01	 6.2212e-01	
 6.1610e-01	 6.1827e-01	 6.1772e-01	
 6.1600e-01	 6.1680e-01	 6.2152e-01	
 6.0260e-01	 6.1096e-01	 6.0412e-01	
 6.1180e-01	 6.0871e-01	 6.1072e-01	
 6.0200e-01	 6.0533e-01	 6.0492e-01	
 6.0300e-01	 6.0522e-01	 6.0692e-01	
 5.9320e-01	 5.9887e-01	 5.9192e-01	
 5.9150e-01	 5.9749e-01	 5.9892e-01	
 5.9230e-01	 5.9647e-01	 5.8812e-01	
 5.9080e-01	 5.9180e-01	 5.8512e-01	
 5.7280e-01	 5.8876e-01	 5.6891e-01	
 5.8610e-01	 5.8756e-01	 5.8712e-01	
 5.8980e-01	 5.8360e-01	 5.8232e-01	
 5.8080e-01	 5.8047e-01	 5.7712e-01	
 5.8300e-01	 5.8024e-01	 5.8272e-01	
 5.8190e-01	 5.7649e-01	 5.7932e-01	
 5.8760e-01	 5.7267e-01	 5.8172e-01	
 5.6770e-01	 5.5922e-01	 5.6091e-01	
 5.5810e-01	 5.4929e-01	 5.5731e-01	
 5.5610e-01	 5.4484e-01	 5.5991e-01	
 5.5360e-01	 5.4776e-01	 5.4611e-01	
 5.6020e-01	 5.4202e-01	 5.5311e-01	
 5.6670e-01	 5.4476e-01	 5.5991e-01	
 5.5780e-01	 5.3831e-01	 5.5051e-01	
 5.4920e-01	 5.3500e-01	 5.5251e-01	
 5.5340e-01	 5.3582e-01	 5.4891e-01	
 5.4430e-01	 5.3611e-01	 5.4071e-01	
 5.4700e-01	 5.3260e-01	 5.4751e-01	
 5.4540e-01	 5.3229e-01	 5.3291e-01	
 5.4830e-01	 5.2891e-01	 5.4251e-01	
 5.4440e-01	 5.2971e-01	 5.3811e-01	
 5.4070e-01	 5.2509e-01	 5.4071e-01	
 5.4230e-01	 5.2684e-01	 5.3611e-01	
 5.4650e-01	 5.2720e-01	 5.4051e-01	
 5.4480e-01	 5.2220e-01	 5.3551e-01	
 5.4970e-01	 5.2153e-01	 5.4331e-01	
 5.3770e-01	 5.2156e-01	 5.2731e-01	
 5.4470e-01	 5.2044e-01	 5.4151e-01	
 5.3300e-01	 5.2100e-01	 5.2891e-01	
 5.4750e-01	 5.1760e-01	 5.4491e-01	
 5.3340e-01	 5.2029e-01	 5.3351e-01	
 5.3770e-01	 5.1813e-01	 5.3591e-01	
 5.4270e-01	 5.1704e-01	 5.4211e-01	
 5.2960e-01	 5.1260e-01	 5.3451e-01	
 5.4230e-01	 5.1498e-01	 5.3051e-01	
 5.4580e-01	 5.1118e-01	 5.3951e-01	
 5.3450e-01	 5.1009e-01	 5.2591e-01	
 5.3870e-01	 5.0967e-01	 5.2891e-01	
 5.2920e-01	 5.1307e-01	 5.2410e-01	
 5.3320e-01	 5.1060e-01	 5.2871e-01	
 5.3060e-01	 5.0953e-01	 5.2350e-01	
 5.1330e-01	 5.0673e-01	 5.1370e-01	
 5.2450e-01	 5.0722e-01	 5.1830e-01	
 5.2530e-01	 5.0782e-01	 5.2470e-01	
 5.3360e-01	 5.0498e-01	 5.2951e-01	
 5.2180e-01	 5.0707e-01	 5.1930e-01	
 5.3340e-01	 5.0271e-01	 5.2490e-01	
 5.2710e-01	 5.0071e-01	 5.2070e-01	
 5.2250e-01	 5.0498e-01	 5.1750e-01	
 5.3090e-01	 5.0256e-01	 5.2531e-01	
 5.2510e-01	 5.0024e-01	 5.1650e-01	
 5.3570e-01	 5.0224e-01	 5.2711e-01	
 5.1700e-01	 5.0016e-01	 5.1050e-01	
 5.2820e-01	 5.0211e-01	 5.1350e-01	
 5.2090e-01	 4.9762e-01	 5.1210e-01	
 5.2460e-01	 4.9962e-01	 5.1590e-01	
 5.2690e-01	 4.9716e-01	 5.2050e-01	
 5.1430e-01	 4.8824e-01	 5.0810e-01	
 5.0420e-01	 4.8431e-01	 4.9970e-01	
 5.0460e-01	 4.8082e-01	 5.0290e-01	
 5.1310e-01	 4.8067e-01	 5.1190e-01	
 5.1140e-01	 4.7724e-01	 5.0530e-01	
 5.1070e-01	 4.8164e-01	 5.0290e-01	
 5.1180e-01	 4.7922e-01	 5.0790e-01	
 5.0270e-01	 4.7889e-01	 5.0630e-01	
 5.1820e-01	 4.8029e-01	 5.1730e-01	
 5.0990e-01	 4.7662e-01	 4.9610e-01	
 5.0840e-01	 4.7569e-01	 5.0070e-01	
 5.0850e-01	 4.7762e-01	 4.9610e-01	
 5.0400e-01	 4.7260e-01	 4.9590e-01	
 5.1150e-01	 4.7784e-01	 5.0130e-01	
 5.0770e-01	 4.7498e-01	 5.0630e-01	
 5.1780e-01	 4.7062e-01	 5.1010e-01	
 5.0300e-01	 4.7496e-01	 4.9570e-01	
 5.1210e-01	 4.7540e-01	 5.1250e-01	
 5.1380e-01	 4.7196e-01	 5.1330e-01	
 5.0360e-01	 4.7493e-01	 4.9870e-01	
 5.0950e-01	 4.7111e-01	 4.9810e-01	
 5.0900e-01	 4.7358e-01	 5.0190e-01	
 5.1000e-01	 4.7180e-01	 5.1030e-01	
 5.0590e-01	 4.7240e-01	 4.9930e-01	
 5.0220e-01	 4.7144e-01	 4.9730e-01	
 5.0440e-01	 4.7324e-01	 5.0490e-01	
 5.1390e-01	 4.7160e-01	 5.1030e-01	
 5.0270e-01	 4.7029e-01	 4.9930e-01	
 5.0230e-01	 4.7096e-01	 4.9550e-01	
 5.0150e-01	 4.7078e-01	 5.0150e-01	
 5.0200e-01	 4.6884e-01	 4.9150e-01	
