Test Error	Training Error	Valid Error	
 9.1640e-01	 9.3896e-01	 9.1478e-01	
 8.8620e-01	 8.9409e-01	 8.8838e-01	
 8.5950e-01	 8.6160e-01	 8.5497e-01	
 8.3410e-01	 8.3229e-01	 8.3337e-01	
 8.1260e-01	 8.1213e-01	 8.1056e-01	
 7.6910e-01	 7.9273e-01	 7.7155e-01	
 7.6910e-01	 7.7667e-01	 7.6495e-01	
 7.3760e-01	 7.6264e-01	 7.3355e-01	
 7.1390e-01	 7.5016e-01	 7.1974e-01	
 7.1920e-01	 7.3644e-01	 7.2034e-01	
 7.0950e-01	 7.2713e-01	 7.0614e-01	
 6.9110e-01	 7.2013e-01	 6.9034e-01	
 6.7760e-01	 7.1113e-01	 6.7674e-01	
 6.7140e-01	 7.0404e-01	 6.6393e-01	
 6.5490e-01	 6.9500e-01	 6.5513e-01	
 6.6780e-01	 6.8351e-01	 6.6393e-01	
 6.7170e-01	 6.7980e-01	 6.6353e-01	
 6.4100e-01	 6.7431e-01	 6.4793e-01	
 6.3650e-01	 6.7020e-01	 6.3393e-01	
 6.4590e-01	 6.6167e-01	 6.4273e-01	
 6.2930e-01	 6.5684e-01	 6.2533e-01	
 6.2290e-01	 6.5287e-01	 6.2833e-01	
 6.2140e-01	 6.4971e-01	 6.2052e-01	
 6.0690e-01	 6.4782e-01	 6.0432e-01	
 6.0550e-01	 6.4027e-01	 6.0492e-01	
 5.8890e-01	 6.3827e-01	 5.9292e-01	
 5.9470e-01	 6.3456e-01	 5.9152e-01	
 5.9280e-01	 6.2938e-01	 5.9012e-01	
 5.8970e-01	 6.2542e-01	 5.8032e-01	
 5.9950e-01	 6.2620e-01	 6.0132e-01	
 5.8390e-01	 6.2313e-01	 5.7491e-01	
 5.9050e-01	 6.1833e-01	 5.9292e-01	
 5.9130e-01	 6.1678e-01	 5.9492e-01	
 5.8400e-01	 6.1573e-01	 5.8472e-01	
 5.7730e-01	 6.1336e-01	 5.7491e-01	
 5.8210e-01	 6.1102e-01	 5.8752e-01	
 5.6970e-01	 6.0969e-01	 5.7171e-01	
 5.7320e-01	 6.0673e-01	 5.7491e-01	
 5.6040e-01	 6.0267e-01	 5.6191e-01	
 5.5980e-01	 6.0260e-01	 5.6151e-01	
 5.6850e-01	 6.0142e-01	 5.7151e-01	
 5.6570e-01	 5.9693e-01	 5.5851e-01	
 5.5530e-01	 5.9596e-01	 5.6071e-01	
 5.5560e-01	 5.9624e-01	 5.4751e-01	
 5.6730e-01	 5.9373e-01	 5.5931e-01	
 5.7320e-01	 5.9158e-01	 5.6111e-01	
 5.5530e-01	 5.9207e-01	 5.4731e-01	
 5.5670e-01	 5.9060e-01	 5.6191e-01	
 5.5290e-01	 5.8664e-01	 5.4771e-01	
 5.5930e-01	 5.8460e-01	 5.6471e-01	
 5.2680e-01	 5.5093e-01	 5.2090e-01	
 5.0660e-01	 5.4549e-01	 5.1070e-01	
 5.1310e-01	 5.3778e-01	 5.1090e-01	
 5.1450e-01	 5.3480e-01	 5.1410e-01	
 5.2150e-01	 5.3376e-01	 5.1210e-01	
 5.1140e-01	 5.3424e-01	 5.0490e-01	
 5.1850e-01	 5.2687e-01	 5.2130e-01	
 5.1570e-01	 5.2956e-01	 5.1610e-01	
 5.1750e-01	 5.2360e-01	 5.0610e-01	
 5.0240e-01	 5.2340e-01	 5.0130e-01	
 5.1930e-01	 5.2151e-01	 5.1730e-01	
 5.1220e-01	 5.2187e-01	 5.0750e-01	
 5.0640e-01	 5.1967e-01	 4.9710e-01	
 5.0400e-01	 5.1887e-01	 5.0430e-01	
 4.9380e-01	 5.1542e-01	 4.9130e-01	
 5.1260e-01	 5.2022e-01	 5.0850e-01	
 5.0040e-01	 5.1567e-01	 4.9610e-01	
 5.0260e-01	 5.1473e-01	 5.0270e-01	
 5.0000e-01	 5.1342e-01	 4.9770e-01	
 4.8660e-01	 5.0949e-01	 4.8170e-01	
 4.9510e-01	 5.1107e-01	 4.9390e-01	
 4.9660e-01	 5.0664e-01	 4.9230e-01	
 4.9170e-01	 5.0873e-01	 4.8390e-01	
 4.9670e-01	 5.0929e-01	 4.9270e-01	
 5.0500e-01	 5.1118e-01	 4.9750e-01	
 4.9830e-01	 5.0558e-01	 4.9050e-01	
 4.9150e-01	 5.0511e-01	 4.9150e-01	
 4.9910e-01	 5.0491e-01	 4.9450e-01	
 4.9250e-01	 5.0500e-01	 4.8730e-01	
 4.8420e-01	 5.0311e-01	 4.8530e-01	
 4.9150e-01	 5.0409e-01	 4.7930e-01	
 4.9070e-01	 5.0238e-01	 4.8990e-01	
 4.9600e-01	 5.0142e-01	 4.9210e-01	
 4.9550e-01	 5.0049e-01	 4.9290e-01	
 4.8660e-01	 5.0031e-01	 4.8870e-01	
 5.0200e-01	 5.0213e-01	 4.9890e-01	
 4.8670e-01	 5.0062e-01	 4.9370e-01	
