Test Error	Training Error	Valid Error	
 9.3996e-01	 8.7080e-01	 9.3682e-01	
 7.7183e-01	 6.9947e-01	 7.5213e-01	
 7.6747e-01	 6.6505e-01	 7.4484e-01	
 7.7948e-01	 6.6653e-01	 7.5699e-01	
 8.3624e-01	 6.5425e-01	 8.2260e-01	
 8.7445e-01	 6.4615e-01	 8.6027e-01	
 7.9803e-01	 6.4804e-01	 7.6306e-01	
 7.3581e-01	 6.3953e-01	 6.8287e-01	
 7.9803e-01	 6.2697e-01	 7.6306e-01	
 6.4192e-01	 6.2279e-01	 6.0510e-01	
 7.2052e-01	 6.1617e-01	 6.7315e-01	
 7.3581e-01	 6.1766e-01	 6.8287e-01	
 7.3581e-01	 6.1590e-01	 6.8287e-01	
 7.5218e-01	 6.1725e-01	 7.2053e-01	
 7.8166e-01	 6.1739e-01	 7.2539e-01	
 7.5218e-01	 6.1631e-01	 7.2053e-01	
 7.8166e-01	 6.1860e-01	 7.2539e-01	
 7.8166e-01	 6.1820e-01	 7.2539e-01	
 7.9803e-01	 6.1712e-01	 7.6306e-01	
 7.7729e-01	 6.1860e-01	 7.2053e-01	
 7.8166e-01	 6.1739e-01	 7.2539e-01	
 7.3581e-01	 6.1671e-01	 6.8287e-01	
 7.8166e-01	 6.1563e-01	 7.2539e-01	
 7.8166e-01	 6.1563e-01	 7.2539e-01	
 7.8166e-01	 6.1860e-01	 7.2539e-01	
 7.5218e-01	 6.1671e-01	 7.2053e-01	
 7.9803e-01	 6.1995e-01	 7.6306e-01	
 7.5218e-01	 6.1536e-01	 7.2053e-01	
 7.5218e-01	 6.1455e-01	 7.2053e-01	
 7.3581e-01	 6.1496e-01	 6.8287e-01	
 7.8166e-01	 6.1901e-01	 7.2539e-01	
 7.8166e-01	 6.1725e-01	 7.2539e-01	
 7.5218e-01	 6.1428e-01	 7.2053e-01	
 7.9803e-01	 6.1658e-01	 7.6306e-01	
 7.8166e-01	 6.1455e-01	 7.2539e-01	
 7.9803e-01	 6.1658e-01	 7.6306e-01	
 7.3581e-01	 6.1536e-01	 6.8287e-01	
 7.8166e-01	 6.1752e-01	 7.2539e-01	
 7.5218e-01	 6.1968e-01	 7.2053e-01	
 7.5218e-01	 6.1833e-01	 7.2053e-01	
 6.5830e-01	 6.1590e-01	 6.4277e-01	
 7.8166e-01	 6.1644e-01	 7.2539e-01	
 7.3581e-01	 6.1658e-01	 6.8287e-01	
 7.8166e-01	 6.1860e-01	 7.2539e-01	
 7.8166e-01	 6.1280e-01	 7.2539e-01	
 7.5218e-01	 6.1901e-01	 7.2053e-01	
 7.5218e-01	 6.1536e-01	 7.2053e-01	
 7.5218e-01	 6.1577e-01	 7.2053e-01	
 7.8166e-01	 6.1415e-01	 7.2539e-01	
 7.8166e-01	 6.1577e-01	 7.2539e-01	
 7.3581e-01	 6.1374e-01	 6.8287e-01	
 7.8166e-01	 6.1698e-01	 7.2539e-01	
 7.5218e-01	 6.1820e-01	 7.2053e-01	
 7.7729e-01	 6.1928e-01	 7.2053e-01	
 7.8166e-01	 6.1752e-01	 7.2539e-01	
 7.8166e-01	 6.1563e-01	 7.2539e-01	
 7.8166e-01	 6.1739e-01	 7.2539e-01	
 7.5218e-01	 6.1671e-01	 7.2053e-01	
 7.8166e-01	 6.1847e-01	 7.2539e-01	
 7.8166e-01	 6.1617e-01	 7.2539e-01	
 7.3581e-01	 6.1671e-01	 6.8287e-01	
 7.5218e-01	 6.1725e-01	 7.2053e-01	
 7.8166e-01	 6.1658e-01	 7.2539e-01	
 7.8166e-01	 6.1766e-01	 7.2539e-01	
 7.9803e-01	 6.1604e-01	 7.6306e-01	
 7.8166e-01	 6.1712e-01	 7.2539e-01	
 7.5218e-01	 6.1806e-01	 7.2053e-01	
 7.8166e-01	 6.1563e-01	 7.2539e-01	
 7.8166e-01	 6.1617e-01	 7.2539e-01	
 7.8166e-01	 6.1577e-01	 7.2539e-01	
 7.8166e-01	 6.1455e-01	 7.2539e-01	
 7.8166e-01	 6.1658e-01	 7.2539e-01	
 7.8166e-01	 6.1658e-01	 7.2539e-01	
 7.6638e-01	 6.1752e-01	 7.1567e-01	
 7.3581e-01	 6.1415e-01	 6.8287e-01	
 7.5218e-01	 6.1955e-01	 7.2053e-01	
 7.8166e-01	 6.1766e-01	 7.2539e-01	
 7.8166e-01	 6.1671e-01	 7.2539e-01	
 7.8166e-01	 6.1793e-01	 7.2539e-01	
 7.5218e-01	 6.1847e-01	 7.2053e-01	
 7.5218e-01	 6.1725e-01	 7.2053e-01	
 7.5218e-01	 6.1671e-01	 7.2053e-01	
 7.8166e-01	 6.1739e-01	 7.2539e-01	
 7.8166e-01	 6.1455e-01	 7.2539e-01	
 7.3581e-01	 6.2063e-01	 6.8287e-01	
 7.8166e-01	 6.1617e-01	 7.2539e-01	
 7.9803e-01	 6.1523e-01	 7.6306e-01	
 7.8166e-01	 6.1820e-01	 7.2539e-01	
 7.9803e-01	 6.1941e-01	 7.6306e-01	
 7.8166e-01	 6.1671e-01	 7.2539e-01	
 7.3581e-01	 6.1536e-01	 6.8287e-01	
 7.3581e-01	 6.1725e-01	 6.8287e-01	
 7.5218e-01	 6.2022e-01	 7.2053e-01	
 7.8166e-01	 6.1752e-01	 7.2539e-01	
 7.9803e-01	 6.1995e-01	 7.6306e-01	
 7.3581e-01	 6.1752e-01	 6.8287e-01	
 7.8166e-01	 6.1847e-01	 7.2539e-01	
 7.3581e-01	 6.1509e-01	 6.8287e-01	
 7.5218e-01	 6.1590e-01	 7.2053e-01	
 7.8166e-01	 6.1590e-01	 7.2539e-01	
 7.8166e-01	 6.1712e-01	 7.2539e-01	
 7.5218e-01	 6.1887e-01	 7.2053e-01	
 7.8166e-01	 6.1658e-01	 7.2539e-01	
 7.8166e-01	 6.1617e-01	 7.2539e-01	
 7.8166e-01	 6.1590e-01	 7.2539e-01	
 7.5218e-01	 6.1725e-01	 7.2053e-01	
 7.3581e-01	 6.1658e-01	 6.8287e-01	
 7.5218e-01	 6.1455e-01	 7.2053e-01	
 7.8166e-01	 6.1550e-01	 7.2539e-01	
 7.8166e-01	 6.1631e-01	 7.2539e-01	
 7.5218e-01	 6.1604e-01	 7.2053e-01	
 7.5218e-01	 6.1752e-01	 7.2053e-01	
 7.5218e-01	 6.1725e-01	 7.2053e-01	
 6.5830e-01	 6.1428e-01	 6.4277e-01	
 7.3581e-01	 6.1671e-01	 6.8287e-01	
 7.8166e-01	 6.1698e-01	 7.2539e-01	
 7.3581e-01	 6.1550e-01	 6.8287e-01	
 7.8166e-01	 6.1577e-01	 7.2539e-01	
 7.9803e-01	 6.1725e-01	 7.6306e-01	
 7.8166e-01	 6.1658e-01	 7.2539e-01	
 7.9803e-01	 6.1644e-01	 7.6306e-01	
 7.8166e-01	 6.1604e-01	 7.2539e-01	
 7.3581e-01	 6.1806e-01	 6.8287e-01	
 7.9803e-01	 6.1590e-01	 7.6306e-01	
 7.9803e-01	 6.1968e-01	 7.6306e-01	
 7.8166e-01	 6.1658e-01	 7.2539e-01	
 7.3581e-01	 6.1644e-01	 6.8287e-01	
 7.8166e-01	 6.1793e-01	 7.2539e-01	
 6.4192e-01	 6.1698e-01	 6.0510e-01	
 7.9803e-01	 6.1725e-01	 7.6306e-01	
 7.8166e-01	 6.1725e-01	 7.2539e-01	
 7.3581e-01	 6.1631e-01	 6.8287e-01	
 7.9803e-01	 6.1577e-01	 7.6306e-01	
 7.8166e-01	 6.1698e-01	 7.2539e-01	
 7.8166e-01	 6.1577e-01	 7.2539e-01	
 7.3581e-01	 6.1577e-01	 6.8287e-01	
 7.9803e-01	 6.1698e-01	 7.6306e-01	
 7.3581e-01	 6.1536e-01	 6.8287e-01	
 7.6638e-01	 6.1793e-01	 7.1567e-01	
 7.8166e-01	 6.1712e-01	 7.2539e-01	
 7.5218e-01	 6.1334e-01	 7.2053e-01	
 7.3581e-01	 6.1995e-01	 6.8287e-01	
 7.5218e-01	 6.1320e-01	 7.2053e-01	
 7.9803e-01	 6.1833e-01	 7.6306e-01	
 7.9803e-01	 6.1860e-01	 7.6306e-01	
 7.5218e-01	 6.1631e-01	 7.2053e-01	
 7.5218e-01	 6.1509e-01	 7.2053e-01	
 7.8166e-01	 6.1793e-01	 7.2539e-01	
 7.5218e-01	 6.1563e-01	 7.2053e-01	
 7.5218e-01	 6.1671e-01	 7.2053e-01	
 7.8166e-01	 6.1806e-01	 7.2539e-01	
 7.5218e-01	 6.1428e-01	 7.2053e-01	
 7.8166e-01	 6.1698e-01	 7.2539e-01	
 7.8166e-01	 6.1941e-01	 7.2539e-01	
 7.8166e-01	 6.1955e-01	 7.2539e-01	
 7.3581e-01	 6.1509e-01	 6.8287e-01	
 7.3581e-01	 6.1779e-01	 6.8287e-01	
 7.8166e-01	 6.1658e-01	 7.2539e-01	
 7.8166e-01	 6.1671e-01	 7.2539e-01	
 7.8166e-01	 6.1428e-01	 7.2539e-01	
 7.8166e-01	 6.1604e-01	 7.2539e-01	
 7.5218e-01	 6.1752e-01	 7.2053e-01	
 7.8166e-01	 6.1671e-01	 7.2539e-01	
 7.3581e-01	 6.1793e-01	 6.8287e-01	
 7.8166e-01	 6.1712e-01	 7.2539e-01	
 7.9803e-01	 6.1563e-01	 7.6306e-01	
