Test Error	Training Error	Valid Error	
 9.8518e-01	 9.9155e-01	 9.8053e-01	
 9.7002e-01	 9.8273e-01	 9.5245e-01	
 9.5150e-01	 9.6696e-01	 9.3935e-01	
 9.4645e-01	 9.6767e-01	 9.3336e-01	
 9.4645e-01	 9.6081e-01	 9.3336e-01	
 9.4914e-01	 9.5698e-01	 9.3635e-01	
 9.4645e-01	 9.5336e-01	 9.3336e-01	
 9.4645e-01	 9.5003e-01	 9.3336e-01	
 9.5150e-01	 9.4499e-01	 9.3935e-01	
 9.4645e-01	 9.4346e-01	 9.3336e-01	
 9.4645e-01	 9.4237e-01	 9.3336e-01	
 9.4645e-01	 9.4225e-01	 9.3336e-01	
 9.4645e-01	 9.4158e-01	 9.3336e-01	
 9.4645e-01	 9.4121e-01	 9.3336e-01	
 9.4645e-01	 9.4208e-01	 9.3336e-01	
 9.4645e-01	 9.4192e-01	 9.3336e-01	
 9.4645e-01	 9.4208e-01	 9.3336e-01	
 9.4645e-01	 9.4221e-01	 9.3336e-01	
 9.4645e-01	 9.4088e-01	 9.3336e-01	
 9.4645e-01	 9.4204e-01	 9.3336e-01	
 9.4645e-01	 9.4200e-01	 9.3336e-01	
 9.5150e-01	 9.4179e-01	 9.3935e-01	
 9.5150e-01	 9.4121e-01	 9.3935e-01	
 9.4342e-01	 9.4133e-01	 9.2774e-01	
 9.4645e-01	 9.4171e-01	 9.3336e-01	
 9.5150e-01	 9.4150e-01	 9.3935e-01	
 9.4342e-01	 9.4300e-01	 9.2774e-01	
 9.4645e-01	 9.4225e-01	 9.3336e-01	
 9.4645e-01	 9.4192e-01	 9.3336e-01	
 9.4645e-01	 9.4179e-01	 9.3336e-01	
 9.4645e-01	 9.4217e-01	 9.3336e-01	
 9.4645e-01	 9.4192e-01	 9.3336e-01	
 9.4645e-01	 9.4167e-01	 9.3336e-01	
 9.4645e-01	 9.4275e-01	 9.3336e-01	
 9.4645e-01	 9.4225e-01	 9.3336e-01	
 9.4645e-01	 9.4233e-01	 9.3336e-01	
 9.4645e-01	 9.4208e-01	 9.3336e-01	
 9.4645e-01	 9.4237e-01	 9.3336e-01	
 9.4645e-01	 9.4142e-01	 9.3336e-01	
 9.5150e-01	 9.4208e-01	 9.3935e-01	
 9.4645e-01	 9.4154e-01	 9.3336e-01	
 9.4645e-01	 9.4225e-01	 9.3336e-01	
 9.4645e-01	 9.4162e-01	 9.3336e-01	
 9.4645e-01	 9.4208e-01	 9.3336e-01	
 9.4645e-01	 9.4192e-01	 9.3336e-01	
 9.4645e-01	 9.4096e-01	 9.3336e-01	
 9.4645e-01	 9.4262e-01	 9.3336e-01	
 9.4645e-01	 9.4150e-01	 9.3336e-01	
 9.4645e-01	 9.4104e-01	 9.3336e-01	
 9.4645e-01	 9.4241e-01	 9.3336e-01	
 9.4645e-01	 9.4154e-01	 9.3336e-01	
 9.4645e-01	 9.4200e-01	 9.3336e-01	
 9.4645e-01	 9.4246e-01	 9.3336e-01	
 9.4645e-01	 9.4179e-01	 9.3336e-01	
 9.4645e-01	 9.4162e-01	 9.3336e-01	
 9.4645e-01	 9.4104e-01	 9.3336e-01	
 9.4645e-01	 9.4258e-01	 9.3336e-01	
 9.5150e-01	 9.4266e-01	 9.3935e-01	
 9.4645e-01	 9.4117e-01	 9.3336e-01	
 9.4645e-01	 9.4167e-01	 9.3336e-01	
 9.4645e-01	 9.4187e-01	 9.3336e-01	
 9.4645e-01	 9.4133e-01	 9.3336e-01	
 9.4645e-01	 9.4221e-01	 9.3336e-01	
 9.5150e-01	 9.4146e-01	 9.3935e-01	
 9.4645e-01	 9.4237e-01	 9.3336e-01	
 9.4645e-01	 9.4108e-01	 9.3336e-01	
 9.4645e-01	 9.4237e-01	 9.3336e-01	
 9.4645e-01	 9.4100e-01	 9.3336e-01	
 9.4342e-01	 9.4100e-01	 9.2774e-01	
 9.4645e-01	 9.4154e-01	 9.3336e-01	
 9.4342e-01	 9.4266e-01	 9.2774e-01	
 9.4645e-01	 9.4200e-01	 9.3336e-01	
 9.4342e-01	 9.4221e-01	 9.2774e-01	
 9.4342e-01	 9.4217e-01	 9.2774e-01	
 9.4645e-01	 9.4146e-01	 9.3336e-01	
 9.4645e-01	 9.4142e-01	 9.3336e-01	
 9.4645e-01	 9.4121e-01	 9.3336e-01	
 9.4342e-01	 9.4192e-01	 9.2774e-01	
 9.4645e-01	 9.4154e-01	 9.3336e-01	
 9.4645e-01	 9.4208e-01	 9.3336e-01	
 9.4645e-01	 9.4200e-01	 9.3336e-01	
 9.4645e-01	 9.4300e-01	 9.3336e-01	
 9.4645e-01	 9.4142e-01	 9.3336e-01	
 9.4645e-01	 9.4183e-01	 9.3336e-01	
 9.4645e-01	 9.4142e-01	 9.3336e-01	
 9.4645e-01	 9.4283e-01	 9.3336e-01	
 9.4645e-01	 9.4150e-01	 9.3336e-01	
 9.4645e-01	 9.4033e-01	 9.3336e-01	
 9.4645e-01	 9.4179e-01	 9.3336e-01	
 9.4645e-01	 9.4200e-01	 9.3336e-01	
 9.4645e-01	 9.4283e-01	 9.3336e-01	
