Test Error	Training Error	Valid Error	
 9.4544e-01	 9.7874e-01	 9.3224e-01	
 9.5150e-01	 9.4745e-01	 9.3935e-01	
 9.4847e-01	 9.3330e-01	 9.3411e-01	
 9.6834e-01	 9.1416e-01	 9.6593e-01	
 9.8114e-01	 8.9153e-01	 9.8203e-01	
 9.0266e-01	 8.5982e-01	 9.1576e-01	
 8.3092e-01	 8.1235e-01	 8.3901e-01	
 7.1438e-01	 7.5784e-01	 7.2258e-01	
 6.8508e-01	 6.9298e-01	 7.0535e-01	
 6.3052e-01	 6.3185e-01	 6.3122e-01	
 5.9616e-01	 6.0007e-01	 5.9154e-01	
 5.9683e-01	 5.9774e-01	 5.9828e-01	
 6.2041e-01	 5.9661e-01	 6.2149e-01	
 6.0256e-01	 5.9682e-01	 6.0689e-01	
 5.9717e-01	 6.0194e-01	 5.9641e-01	
 5.9885e-01	 5.9944e-01	 5.9379e-01	
 5.8942e-01	 5.9690e-01	 5.9678e-01	
 5.9784e-01	 6.0227e-01	 6.0202e-01	
 5.9178e-01	 5.9753e-01	 5.9379e-01	
 5.8302e-01	 6.0123e-01	 5.8443e-01	
 5.7966e-01	 6.0127e-01	 5.7844e-01	
 5.8707e-01	 5.9898e-01	 5.7881e-01	
 5.9246e-01	 5.9923e-01	 5.8742e-01	
 6.0997e-01	 6.0027e-01	 6.0651e-01	
 5.9077e-01	 5.9944e-01	 5.8405e-01	
 6.0323e-01	 6.0007e-01	 5.9678e-01	
 5.9549e-01	 5.9874e-01	 5.9753e-01	
 5.8942e-01	 5.9857e-01	 5.8967e-01	
 5.9111e-01	 6.0127e-01	 5.8705e-01	
 5.9313e-01	 5.9624e-01	 5.9191e-01	
 6.3523e-01	 6.0061e-01	 6.3572e-01	
 5.9784e-01	 5.9869e-01	 5.9528e-01	
 5.9683e-01	 5.9940e-01	 5.9978e-01	
 5.7797e-01	 5.9928e-01	 5.7469e-01	
 5.9852e-01	 6.0211e-01	 5.9790e-01	
 5.9683e-01	 5.9915e-01	 5.9116e-01	
 5.9784e-01	 5.9953e-01	 5.9715e-01	
 6.0054e-01	 6.0136e-01	 6.0202e-01	
 5.8505e-01	 5.9928e-01	 5.8517e-01	
 5.7629e-01	 6.0107e-01	 5.8106e-01	
 5.8774e-01	 5.9803e-01	 5.8068e-01	
 5.8572e-01	 6.0061e-01	 5.8143e-01	
 5.9111e-01	 5.9944e-01	 5.9304e-01	
 5.9650e-01	 5.9824e-01	 5.8967e-01	
 5.9953e-01	 6.0298e-01	 6.0314e-01	
 5.9784e-01	 5.9749e-01	 5.9753e-01	
 5.9246e-01	 5.9541e-01	 5.9079e-01	
 5.8639e-01	 6.0119e-01	 5.7918e-01	
 6.0525e-01	 6.0019e-01	 6.0127e-01	
 5.9885e-01	 5.9828e-01	 5.9940e-01	
 6.0155e-01	 6.0052e-01	 5.9903e-01	
 6.0189e-01	 5.9757e-01	 6.0389e-01	
 5.9347e-01	 5.9799e-01	 5.9753e-01	
 5.8302e-01	 5.9753e-01	 5.8480e-01	
 6.0728e-01	 5.9753e-01	 6.0127e-01	
 5.8437e-01	 5.9849e-01	 5.8180e-01	
 5.8370e-01	 5.9774e-01	 5.7918e-01	
 5.8808e-01	 5.9936e-01	 5.9116e-01	
 5.8606e-01	 5.9957e-01	 5.7656e-01	
 5.8639e-01	 6.0069e-01	 5.8068e-01	
 5.8942e-01	 5.9982e-01	 5.8854e-01	
 5.9683e-01	 6.0240e-01	 5.9566e-01	
 5.8302e-01	 6.0161e-01	 5.8480e-01	
 5.8740e-01	 5.9861e-01	 5.8742e-01	
 5.9448e-01	 5.9948e-01	 5.9379e-01	
 5.8740e-01	 5.9874e-01	 5.8180e-01	
 5.9784e-01	 5.9898e-01	 5.9004e-01	
 5.9717e-01	 6.0290e-01	 5.8929e-01	
 5.8572e-01	 6.0019e-01	 5.8405e-01	
 5.9683e-01	 5.9753e-01	 5.9528e-01	
 6.0424e-01	 5.9724e-01	 5.9978e-01	
 5.8538e-01	 6.0057e-01	 5.8405e-01	
 5.9347e-01	 5.9607e-01	 5.9453e-01	
 5.9885e-01	 5.9903e-01	 5.9903e-01	
 6.1704e-01	 6.0015e-01	 6.1288e-01	
 5.9111e-01	 6.0069e-01	 5.9379e-01	
 6.1704e-01	 5.9757e-01	 6.1475e-01	
 6.2209e-01	 5.9799e-01	 6.1999e-01	
 6.0121e-01	 6.0073e-01	 6.0202e-01	
 5.8673e-01	 5.9720e-01	 5.8255e-01	
 5.8808e-01	 5.9990e-01	 5.8180e-01	
 6.1367e-01	 5.9890e-01	 6.1400e-01	
 5.9717e-01	 5.9990e-01	 6.0052e-01	
