0.8140000000000001,0.21400000000000002,0.22599999999999998,0.2,0.22599999999999998
0.974,0.2,0.22599999999999998,0.2,0.2
0.534,0.5599999999999999,0.306,0.36,0.4
0.6,0.534,0.306,0.4,0.374
0.534,0.546,0.33399999999999996,0.44000000000000006,0.48
0.294,0.734,0.32,0.454,0.5599999999999999
0.21400000000000002,0.734,0.346,0.534,0.666
0.266,0.8400000000000001,0.346,0.52,0.666
0.306,0.734,0.306,0.48,0.8140000000000001
0.386,0.32,0.96,0.294,0.294
0.626,0.294,0.986,0.294,0.27999999999999997
0.5740000000000001,0.346,0.96,0.27999999999999997,0.294
0.254,0.426,0.27999999999999997,0.826,0.614
0.386,0.454,0.294,0.906,0.734
0.386,0.4,0.346,0.8939999999999999,0.6940000000000001
0.27999999999999997,0.44000000000000006,0.454,0.614,0.8939999999999999
0.32,0.414,0.48,0.76,0.8140000000000001
0.33399999999999996,0.5740000000000001,0.32,0.826,0.774
0.8,0.306,0.22599999999999998,0.21400000000000002,0.21400000000000002
0.786,0.266,0.294,0.24,0.24
0.44000000000000006,0.4,0.346,0.48,0.44000000000000006
0.414,0.426,0.346,0.52,0.426
0.374,0.374,0.33399999999999996,0.5740000000000001,0.374
0.27999999999999997,0.76,0.306,0.386,0.5740000000000001
0.27999999999999997,0.734,0.346,0.466,0.6
0.294,0.706,0.386,0.48,0.64
0.36,0.4,0.8539999999999999,0.374,0.346
0.506,0.414,0.9199999999999999,0.386,0.4
0.306,0.33399999999999996,0.8939999999999999,0.34199999999999997,0.32
0.22799999999999998,0.4,0.3,0.758,0.842
0.386,0.626,0.36,0.734,0.8400000000000001
0.306,0.5740000000000001,0.466,0.8539999999999999,0.826
0.21400000000000002,0.466,0.306,0.734,0.9460000000000001
0.21400000000000002,0.6,0.44000000000000006,0.386,0.734
0.36,0.546,0.36,0.44000000000000006,0.8939999999999999
0.8400000000000001,0.27999999999999997,0.346,0.22599999999999998,0.22599999999999998
0.774,0.386,0.254,0.294,0.254
0.8939999999999999,0.306,0.254,0.24,0.24
0.49400000000000005,0.49400000000000005,0.33399999999999996,0.32,0.33399999999999996
0.76,0.44000000000000006,0.32,0.346,0.306
0.6940000000000001,0.426,0.254,0.266,0.266
0.4,0.8,0.306,0.32,0.44000000000000006
0.426,0.8539999999999999,0.294,0.346,0.426
0.27999999999999997,0.9339999999999999,0.266,0.306,0.386
0.6,0.386,0.974,0.24,0.266
0.414,0.32,0.986,0.33399999999999996,0.33399999999999996
0.454,0.534,0.96,0.346,0.346
0.24,0.414,0.32799999999999996,0.826,0.8
0.414,0.534,0.32,0.8400000000000001,0.6940000000000001
0.346,0.454,0.306,0.866,0.72
0.24,0.48,0.346,0.72,0.8800000000000001
0.32,0.76,0.27999999999999997,0.52,0.734
0.32,0.654,0.27999999999999997,0.866,0.774
0.8939999999999999,0.24,0.24,0.22599999999999998,0.21400000000000002
0.9199999999999999,0.21400000000000002,0.22599999999999998,0.22599999999999998,0.22599999999999998
0.9460000000000001,0.374,0.27999999999999997,0.32,0.294
0.48,0.374,0.36,0.454,0.374
0.6,0.5860000000000001,0.306,0.506,0.386
0.6940000000000001,0.426,0.27999999999999997,0.33399999999999996,0.33399999999999996
0.4,0.8140000000000001,0.27999999999999997,0.49400000000000005,0.49400000000000005
0.254,0.614,0.24,0.654,0.746
0.294,0.5860000000000001,0.32,0.5599999999999999,0.5740000000000001
0.8400000000000001,0.374,0.6,0.294,0.254
0.52,0.32,0.8539999999999999,0.306,0.294
0.44000000000000006,0.306,0.866,0.258,0.266
0.506,0.49400000000000005,0.33399999999999996,0.386,0.4
0.414,0.454,0.36,0.466,0.454
0.36,0.706,0.306,0.72,0.774
0.546,0.546,0.294,0.44000000000000006,0.6
0.44000000000000006,0.346,0.33399999999999996,0.466,0.614
0.906,0.32,0.22599999999999998,0.22599999999999998,0.24
0.866,0.32,0.306,0.266,0.254
0.8539999999999999,0.32,0.386,0.27999999999999997,0.27999999999999997
0.6799999999999999,0.454,0.266,0.346,0.346
0.6799999999999999,0.414,0.27999999999999997,0.33399999999999996,0.33399999999999996
0.654,0.466,0.27999999999999997,0.44000000000000006,0.374
0.506,0.774,0.294,0.32,0.32
0.386,0.52,0.4,0.32,0.374
0.36,0.666,0.306,0.254,0.426
0.454,0.294,0.9339999999999999,0.254,0.266
0.52,0.32,0.9199999999999999,0.294,0.266
0.654,0.36,0.9199999999999999,0.306,0.294
0.32,0.626,0.36,0.8140000000000001,0.76
0.266,0.546,0.27999999999999997,0.654,0.6799999999999999
0.24,0.534,0.294,0.774,0.786
0.33399999999999996,0.346,0.5599999999999999,0.6799999999999999,0.974
0.426,0.454,0.48,0.666,0.9199999999999999
0.24,0.52,0.374,0.5740000000000001,0.866
0.774,0.374,0.24,0.24,0.22599999999999998
0.774,0.426,0.24,0.254,0.254
0.906,0.426,0.254,0.27999999999999997,0.294
0.546,0.5860000000000001,0.32,0.32,0.294
0.48,0.36,0.306,0.306,0.32
0.5599999999999999,0.466,0.36,0.33399999999999996,0.32
0.386,0.6940000000000001,0.27999999999999997,0.27999999999999997,0.466
0.254,0.786,0.266,0.33399999999999996,0.466
0.27999999999999997,0.774,0.306,0.36,0.48
0.386,0.5860000000000001,0.9460000000000001,0.4,0.614
0.386,0.546,0.8539999999999999,0.374,0.32
0.386,0.64,0.9199999999999999,0.4,0.454
0.294,0.6940000000000001,0.32,0.746,0.6940000000000001
0.24,0.52,0.266,0.6940000000000001,0.706
0.272,0.514,0.258,0.5860000000000001,0.7
0.33399999999999996,0.614,0.386,0.534,0.746
0.294,0.6,0.306,0.52,0.8539999999999999
0.27999999999999997,0.666,0.294,0.6799999999999999,0.906
0.746,0.52,0.27999999999999997,0.306,0.32
0.8,0.426,0.266,0.33399999999999996,0.306
0.774,0.386,0.266,0.27999999999999997,0.306
0.414,0.546,0.33399999999999996,0.374,0.346
0.386,0.49400000000000005,0.346,0.454,0.414
0.454,0.654,0.306,0.454,0.44000000000000006
0.3,0.626,0.33399999999999996,0.5740000000000001,0.6940000000000001
0.294,0.8,0.27999999999999997,0.52,0.64
0.346,0.8,0.266,0.52,0.546
0.44000000000000006,0.506,0.8140000000000001,0.306,0.306
0.33399999999999996,0.546,0.774,0.27999999999999997,0.294
0.414,0.666,0.9199999999999999,0.4,0.386
0.294,0.32,0.33399999999999996,0.8800000000000001,0.8140000000000001
0.306,0.36,0.266,0.76,0.5860000000000001
0.4,0.374,0.266,0.8939999999999999,0.6940000000000001
0.33399999999999996,0.5740000000000001,0.44000000000000006,0.506,0.906
0.32,0.426,0.48,0.626,0.9460000000000001
0.306,0.5860000000000001,0.466,0.6,0.8939999999999999
0.9199999999999999,0.346,0.254,0.254,0.266
0.974,0.254,0.22599999999999998,0.22599999999999998,0.21400000000000002
0.614,0.5860000000000001,0.32,0.426,0.44000000000000006
0.626,0.5740000000000001,0.32,0.386,0.36
0.6,0.5740000000000001,0.33399999999999996,0.426,0.426
0.414,0.8800000000000001,0.22599999999999998,0.22599999999999998,0.266
0.44000000000000006,0.826,0.254,0.24,0.33399999999999996
0.294,0.706,0.294,0.358,0.506
0.44000000000000006,0.32,0.9460000000000001,0.32,0.294
0.5740000000000001,0.306,0.866,0.36,0.294
0.6,0.33399999999999996,0.986,0.32,0.294
