0.414,0.386,0.254,0.8400000000000001,0.72
0.386,0.426,0.33399999999999996,0.8939999999999999,0.826
0.22599999999999998,0.44000000000000006,0.294,0.746,0.9339999999999999
0.346,0.5740000000000001,0.52,0.5860000000000001,0.8400000000000001
0.33399999999999996,0.414,0.386,0.5599999999999999,0.8539999999999999
0.22599999999999998,0.414,0.306,0.49400000000000005,0.906
0.9199999999999999,0.306,0.506,0.24,0.266
0.8800000000000001,0.306,0.414,0.266,0.266
0.866,0.4,0.454,0.27999999999999997,0.306
0.706,0.44000000000000006,0.27999999999999997,0.24,0.24
0.5860000000000001,0.466,0.386,0.426,0.4
0.506,0.36,0.346,0.32,0.32
0.472,0.358,0.372,0.32799999999999996,0.3
0.254,0.76,0.4,0.346,0.5860000000000001
0.254,0.8400000000000001,0.36,0.414,0.466
0.266,0.72,0.346,0.414,0.6
0.534,0.32,0.9199999999999999,0.266,0.254
0.5599999999999999,0.33399999999999996,0.906,0.33399999999999996,0.33399999999999996
0.6799999999999999,0.346,0.9339999999999999,0.272,0.27999999999999997
0.36,0.76,0.294,0.746,0.6940000000000001
0.346,0.76,0.32,0.76,0.746
0.306,0.746,0.266,0.76,0.734
0.22599999999999998,0.654,0.346,0.72,0.8800000000000001
0.254,0.76,0.36,0.734,0.9460000000000001
0.254,0.72,0.346,0.5860000000000001,0.8400000000000001
0.24,0.64,0.346,0.666,0.826
0.786,0.36,0.306,0.306,0.266
0.8539999999999999,0.414,0.306,0.346,0.346
0.8,0.36,0.36,0.306,0.266
0.36,0.466,0.64,0.32,0.36
0.4,0.49400000000000005,0.466,0.426,0.386
0.4,0.386,0.734,0.36,0.36
0.2,0.8800000000000001,0.266,0.506,0.64
0.24,0.8140000000000001,0.27999999999999997,0.454,0.6799999999999999
0.27999999999999997,0.866,0.36,0.6,0.654
0.346,0.6,0.9339999999999999,0.454,0.44000000000000006
0.346,0.414,0.8800000000000001,0.414,0.32
0.33399999999999996,0.426,0.9199999999999999,0.4,0.386
0.33399999999999996,0.44000000000000006,0.306,0.8539999999999999,0.72
0.294,0.52,0.266,0.826,0.8
0.254,0.52,0.27999999999999997,0.8800000000000001,0.774
0.294,0.346,0.306,0.826,0.9460000000000001
0.294,0.374,0.414,0.746,0.9339999999999999
0.9339999999999999,0.22599999999999998,0.254,0.22599999999999998,0.22599999999999998
0.906,0.24,0.22599999999999998,0.2,0.2
