Test Error	Training Error	Valid Error	
 9.7600e-01	 9.7984e-01	 9.7640e-01	
 9.6690e-01	 9.6760e-01	 9.6619e-01	
 9.5470e-01	 9.5260e-01	 9.5759e-01	
 9.4680e-01	 9.3933e-01	 9.4679e-01	
 9.3510e-01	 9.2720e-01	 9.3239e-01	
 9.2290e-01	 9.1184e-01	 9.1538e-01	
 9.0890e-01	 8.9636e-01	 9.0778e-01	
 9.0410e-01	 8.7993e-01	 8.9838e-01	
 8.7880e-01	 8.6144e-01	 8.6997e-01	
 8.5260e-01	 8.4518e-01	 8.5337e-01	
 8.4090e-01	 8.2296e-01	 8.4257e-01	
 8.1480e-01	 8.0022e-01	 8.1676e-01	
 7.7770e-01	 7.7780e-01	 7.7956e-01	
 7.7110e-01	 7.5716e-01	 7.8016e-01	
 7.4350e-01	 7.3676e-01	 7.4695e-01	
 7.3590e-01	 7.1636e-01	 7.4415e-01	
 7.3080e-01	 7.0053e-01	 7.4075e-01	
 7.0190e-01	 6.8331e-01	 7.0494e-01	
 6.8830e-01	 6.6644e-01	 6.9754e-01	
 6.7620e-01	 6.5449e-01	 6.8174e-01	
 6.7120e-01	 6.3764e-01	 6.6893e-01	
 6.5990e-01	 6.2542e-01	 6.6473e-01	
 6.4100e-01	 6.1933e-01	 6.4813e-01	
 6.4890e-01	 6.0696e-01	 6.4013e-01	
 6.4030e-01	 5.9762e-01	 6.3753e-01	
 6.4820e-01	 5.8756e-01	 6.4793e-01	
 6.0990e-01	 5.7991e-01	 6.1592e-01	
 6.2340e-01	 5.7398e-01	 6.2372e-01	
 6.0800e-01	 5.6491e-01	 6.0352e-01	
 6.0880e-01	 5.5622e-01	 6.0752e-01	
 5.9520e-01	 5.5120e-01	 5.9772e-01	
 6.1840e-01	 5.4218e-01	 6.1232e-01	
 5.9060e-01	 5.3820e-01	 5.9012e-01	
 6.0650e-01	 5.3291e-01	 6.0272e-01	
 5.9180e-01	 5.2662e-01	 5.9932e-01	
 5.9120e-01	 5.2393e-01	 5.8232e-01	
 5.9090e-01	 5.1876e-01	 5.8852e-01	
 5.8070e-01	 5.1291e-01	 5.7992e-01	
 5.8730e-01	 5.0758e-01	 5.8112e-01	
 5.7210e-01	 5.0604e-01	 5.7171e-01	
 5.9170e-01	 5.0276e-01	 5.8832e-01	
 5.8260e-01	 5.0258e-01	 5.8072e-01	
 5.7060e-01	 4.9582e-01	 5.6891e-01	
 5.6230e-01	 4.9640e-01	 5.6531e-01	
 5.5340e-01	 4.9158e-01	 5.6891e-01	
 5.8310e-01	 4.9024e-01	 5.8672e-01	
 5.5140e-01	 4.8722e-01	 5.4951e-01	
 5.5060e-01	 4.8502e-01	 5.5811e-01	
 5.4280e-01	 4.8147e-01	 5.4451e-01	
 5.5530e-01	 4.8013e-01	 5.6731e-01	
 5.3860e-01	 4.4173e-01	 5.3751e-01	
 5.1370e-01	 4.1969e-01	 5.2010e-01	
 5.1150e-01	 4.1011e-01	 5.1150e-01	
 5.1580e-01	 4.0598e-01	 5.1650e-01	
 5.2000e-01	 4.0144e-01	 5.2711e-01	
 5.1570e-01	 3.9733e-01	 5.1830e-01	
 5.2080e-01	 3.9758e-01	 5.2571e-01	
 5.1280e-01	 3.9384e-01	 5.1650e-01	
 5.1960e-01	 3.9176e-01	 5.2290e-01	
 5.1900e-01	 3.9064e-01	 5.2110e-01	
 5.3350e-01	 3.9000e-01	 5.2631e-01	
 5.3670e-01	 3.8633e-01	 5.3331e-01	
 5.2500e-01	 3.8496e-01	 5.3431e-01	
 5.2000e-01	 3.8384e-01	 5.1530e-01	
 5.3070e-01	 3.8396e-01	 5.3111e-01	
 5.1600e-01	 3.8187e-01	 5.1050e-01	
 5.1070e-01	 3.8040e-01	 5.0830e-01	
 5.1930e-01	 3.7816e-01	 5.1690e-01	
 5.1340e-01	 3.8058e-01	 5.1970e-01	
 4.8790e-01	 3.7704e-01	 4.8870e-01	
 5.1880e-01	 3.7604e-01	 5.2230e-01	
 5.1110e-01	 3.7609e-01	 5.0130e-01	
 5.1270e-01	 3.7302e-01	 5.1090e-01	
 5.1180e-01	 3.7009e-01	 5.1250e-01	
 5.1070e-01	 3.7049e-01	 5.0710e-01	
 4.9990e-01	 3.7131e-01	 5.0410e-01	
 5.1040e-01	 3.7062e-01	 5.1490e-01	
 5.0790e-01	 3.7027e-01	 5.0530e-01	
 5.2050e-01	 3.6709e-01	 5.1050e-01	
 4.9690e-01	 3.6922e-01	 4.9990e-01	
 5.1050e-01	 3.6616e-01	 5.1390e-01	
 5.1050e-01	 3.6342e-01	 5.1390e-01	
 5.2510e-01	 3.6573e-01	 5.1330e-01	
 5.2110e-01	 3.6680e-01	 5.1650e-01	
 5.0540e-01	 3.6591e-01	 5.0990e-01	
 5.1930e-01	 3.6304e-01	 5.1710e-01	
 5.0480e-01	 3.6293e-01	 4.9510e-01	
 5.2040e-01	 3.6207e-01	 5.2771e-01	
 5.1580e-01	 3.6278e-01	 5.2691e-01	
 5.0260e-01	 3.6507e-01	 5.0650e-01	
 5.3240e-01	 3.6458e-01	 5.4091e-01	
 5.1260e-01	 3.6193e-01	 5.0230e-01	
