Test Error	Training Error	Valid Error	
 8.6620e-01	 9.0644e-01	 8.7317e-01	
 8.0270e-01	 8.3629e-01	 7.9576e-01	
 7.6310e-01	 7.8491e-01	 7.5435e-01	
 7.2760e-01	 7.5547e-01	 7.2595e-01	
 7.0500e-01	 7.3411e-01	 7.0274e-01	
 6.9520e-01	 7.1658e-01	 6.8354e-01	
 6.8610e-01	 7.0244e-01	 6.8154e-01	
 6.6720e-01	 6.8953e-01	 6.5713e-01	
 6.6750e-01	 6.8131e-01	 6.6913e-01	
 6.5490e-01	 6.7278e-01	 6.4653e-01	
 6.6210e-01	 6.6276e-01	 6.4673e-01	
 6.4400e-01	 6.5909e-01	 6.3553e-01	
 6.4020e-01	 6.5200e-01	 6.4453e-01	
 6.4330e-01	 6.5129e-01	 6.3593e-01	
 6.3100e-01	 6.4560e-01	 6.2633e-01	
 6.3090e-01	 6.4076e-01	 6.3133e-01	
 6.2660e-01	 6.3580e-01	 6.2893e-01	
 6.3450e-01	 6.3362e-01	 6.3613e-01	
 6.1610e-01	 6.2951e-01	 6.1792e-01	
 6.1270e-01	 6.2662e-01	 6.1052e-01	
 6.2030e-01	 6.2453e-01	 6.2212e-01	
 6.1980e-01	 6.2316e-01	 6.1852e-01	
 6.1540e-01	 6.2073e-01	 6.2232e-01	
 5.9860e-01	 6.2000e-01	 5.9812e-01	
 6.2140e-01	 6.1469e-01	 6.2673e-01	
 5.9750e-01	 6.1373e-01	 5.9192e-01	
 6.1320e-01	 6.1016e-01	 6.1132e-01	
 5.9620e-01	 6.1338e-01	 5.9772e-01	
 5.8660e-01	 6.0880e-01	 5.9692e-01	
 5.9290e-01	 6.1036e-01	 6.0372e-01	
 6.0760e-01	 6.0698e-01	 6.0352e-01	
 5.9820e-01	 6.0449e-01	 5.9832e-01	
 6.0050e-01	 6.0340e-01	 6.0012e-01	
 5.8900e-01	 6.0393e-01	 5.9572e-01	
 6.0260e-01	 6.0189e-01	 6.0612e-01	
 5.7820e-01	 6.0204e-01	 5.8712e-01	
 5.9410e-01	 5.9996e-01	 5.9452e-01	
 5.7800e-01	 6.0044e-01	 5.7992e-01	
 5.8430e-01	 6.0033e-01	 5.8392e-01	
 5.8270e-01	 5.9660e-01	 5.9192e-01	
 5.7670e-01	 5.9644e-01	 5.8012e-01	
 5.7890e-01	 5.9929e-01	 5.7612e-01	
 5.7430e-01	 5.9849e-01	 5.7091e-01	
 5.8580e-01	 5.9358e-01	 5.8932e-01	
 5.8620e-01	 5.9764e-01	 5.8232e-01	
 5.7880e-01	 5.9302e-01	 5.7852e-01	
 5.7020e-01	 5.9520e-01	 5.7191e-01	
 5.7030e-01	 5.9711e-01	 5.7091e-01	
 5.7690e-01	 5.9167e-01	 5.7411e-01	
 5.8140e-01	 5.9496e-01	 5.7792e-01	
 5.5070e-01	 5.6051e-01	 5.4991e-01	
 5.4020e-01	 5.4642e-01	 5.3991e-01	
 5.3590e-01	 5.4067e-01	 5.3431e-01	
 5.4130e-01	 5.3433e-01	 5.3631e-01	
 5.3390e-01	 5.3716e-01	 5.3931e-01	
 5.4160e-01	 5.3242e-01	 5.3711e-01	
 5.4490e-01	 5.3151e-01	 5.5011e-01	
 5.3400e-01	 5.3029e-01	 5.3671e-01	
 5.3190e-01	 5.3080e-01	 5.3531e-01	
 5.3350e-01	 5.2787e-01	 5.2951e-01	
 5.3380e-01	 5.2729e-01	 5.3331e-01	
 5.4310e-01	 5.2551e-01	 5.4371e-01	
 5.3540e-01	 5.2464e-01	 5.3091e-01	
 5.3610e-01	 5.2658e-01	 5.2731e-01	
 5.2830e-01	 5.2253e-01	 5.3271e-01	
 5.4020e-01	 5.2402e-01	 5.3471e-01	
 5.3710e-01	 5.2320e-01	 5.3931e-01	
 5.2320e-01	 5.2236e-01	 5.2871e-01	
 5.3680e-01	 5.2080e-01	 5.3811e-01	
 5.2240e-01	 5.2482e-01	 5.2050e-01	
 5.3760e-01	 5.2220e-01	 5.4391e-01	
 5.4220e-01	 5.1916e-01	 5.3251e-01	
 5.3530e-01	 5.2513e-01	 5.3991e-01	
 5.2740e-01	 5.1853e-01	 5.2410e-01	
 5.4580e-01	 5.2049e-01	 5.5051e-01	
 5.3130e-01	 5.1869e-01	 5.2811e-01	
 5.2970e-01	 5.2247e-01	 5.2751e-01	
 5.2950e-01	 5.2116e-01	 5.2390e-01	
 5.3800e-01	 5.1858e-01	 5.3971e-01	
 5.1830e-01	 5.1713e-01	 5.1750e-01	
 5.1600e-01	 5.1802e-01	 5.1790e-01	
 5.3540e-01	 5.1673e-01	 5.3231e-01	
 5.1850e-01	 5.1813e-01	 5.2631e-01	
 5.2430e-01	 5.1913e-01	 5.2250e-01	
 5.1870e-01	 5.1838e-01	 5.2370e-01	
 5.3720e-01	 5.1724e-01	 5.3491e-01	
 5.4780e-01	 5.1604e-01	 5.4931e-01	
 5.2330e-01	 5.1611e-01	 5.2851e-01	
 5.3170e-01	 5.1660e-01	 5.3311e-01	
 5.2540e-01	 5.1684e-01	 5.2871e-01	
 5.3180e-01	 5.1682e-01	 5.2490e-01	
