Test Error	Training Error	Valid Error	
 2.9420e-01	 2.5402e-01	 2.8660e-01	
 2.9360e-01	 2.5704e-01	 2.8060e-01	
 2.9060e-01	 2.5502e-01	 2.8160e-01	
 2.9880e-01	 2.5704e-01	 2.8960e-01	
 2.9170e-01	 2.5747e-01	 2.8740e-01	
 2.9700e-01	 2.5498e-01	 2.8960e-01	
 2.8650e-01	 2.5629e-01	 2.7880e-01	
 2.8870e-01	 2.5756e-01	 2.7840e-01	
 2.9680e-01	 2.5627e-01	 2.8720e-01	
 2.8830e-01	 2.5647e-01	 2.8000e-01	
 2.8590e-01	 2.5529e-01	 2.7680e-01	
 2.9300e-01	 2.5507e-01	 2.8380e-01	
 2.9150e-01	 2.5553e-01	 2.8360e-01	
 2.8550e-01	 2.5578e-01	 2.7820e-01	
 2.8220e-01	 2.5509e-01	 2.7240e-01	
 2.9490e-01	 2.5769e-01	 2.8600e-01	
 2.8490e-01	 2.5653e-01	 2.8020e-01	
 2.8680e-01	 2.5500e-01	 2.7540e-01	
 2.9070e-01	 2.5753e-01	 2.7920e-01	
 2.9550e-01	 2.5609e-01	 2.8680e-01	
 2.8870e-01	 2.5624e-01	 2.7880e-01	
 2.9290e-01	 2.5536e-01	 2.8600e-01	
 2.9780e-01	 2.5480e-01	 2.8600e-01	
 2.8330e-01	 2.5538e-01	 2.7700e-01	
 2.9370e-01	 2.5560e-01	 2.8380e-01	
 2.7640e-01	 2.5722e-01	 2.6940e-01	
 2.8880e-01	 2.5678e-01	 2.7540e-01	
 2.8640e-01	 2.5700e-01	 2.7840e-01	
 2.9500e-01	 2.5587e-01	 2.8340e-01	
 2.8750e-01	 2.5518e-01	 2.7700e-01	
 2.8900e-01	 2.5484e-01	 2.7880e-01	
 2.8870e-01	 2.5696e-01	 2.8820e-01	
 3.0200e-01	 2.5476e-01	 2.9520e-01	
 2.8960e-01	 2.5309e-01	 2.8500e-01	
 2.9210e-01	 2.5656e-01	 2.8180e-01	
 2.8370e-01	 2.5584e-01	 2.7400e-01	
 2.8360e-01	 2.5320e-01	 2.7260e-01	
 2.8980e-01	 2.5469e-01	 2.8220e-01	
 2.8580e-01	 2.5676e-01	 2.7600e-01	
 2.9640e-01	 2.5687e-01	 2.8740e-01	
 2.9240e-01	 2.5889e-01	 2.8600e-01	
 2.8480e-01	 2.5840e-01	 2.7620e-01	
 2.9180e-01	 2.5640e-01	 2.8120e-01	
 2.9320e-01	 2.5678e-01	 2.8100e-01	
 2.8710e-01	 2.5607e-01	 2.7640e-01	
 2.9460e-01	 2.5704e-01	 2.8260e-01	
 2.8440e-01	 2.5769e-01	 2.7420e-01	
 2.8450e-01	 2.5620e-01	 2.7740e-01	
 2.8340e-01	 2.5889e-01	 2.7640e-01	
 2.9300e-01	 2.5704e-01	 2.8360e-01	
 2.9170e-01	 2.5620e-01	 2.8380e-01	
 2.9440e-01	 2.5531e-01	 2.8380e-01	
 2.9470e-01	 2.5673e-01	 2.8540e-01	
 2.8730e-01	 2.5942e-01	 2.7800e-01	
 2.8010e-01	 2.5520e-01	 2.6900e-01	
 2.9030e-01	 2.5751e-01	 2.8500e-01	
 2.8490e-01	 2.5600e-01	 2.7420e-01	
 2.8370e-01	 2.5562e-01	 2.7640e-01	
 2.8280e-01	 2.5487e-01	 2.7500e-01	
 2.9520e-01	 2.5558e-01	 2.8960e-01	
 2.8370e-01	 2.5753e-01	 2.7440e-01	
 2.9550e-01	 2.5573e-01	 2.8500e-01	
 2.9530e-01	 2.5651e-01	 2.8900e-01	
 2.9510e-01	 2.5673e-01	 2.8580e-01	
 3.0070e-01	 2.5656e-01	 2.8960e-01	
 2.9380e-01	 2.5613e-01	 2.8460e-01	
 2.9260e-01	 2.5262e-01	 2.8700e-01	
 2.9410e-01	 2.5547e-01	 2.7980e-01	
 2.8340e-01	 2.5424e-01	 2.7340e-01	
 2.9160e-01	 2.5562e-01	 2.8560e-01	
 2.9850e-01	 2.5596e-01	 2.8980e-01	
 2.9360e-01	 2.5558e-01	 2.8800e-01	
 2.9070e-01	 2.5551e-01	 2.8160e-01	
 2.8620e-01	 2.5520e-01	 2.7820e-01	
 2.9360e-01	 2.5658e-01	 2.8780e-01	
 2.9570e-01	 2.5478e-01	 2.8620e-01	
 2.9390e-01	 2.5660e-01	 2.8560e-01	
 2.9650e-01	 2.5560e-01	 2.8920e-01	
 2.9260e-01	 2.5704e-01	 2.8420e-01	
 2.8250e-01	 2.5291e-01	 2.7580e-01	
 2.8890e-01	 2.5482e-01	 2.8200e-01	
 2.8860e-01	 2.5616e-01	 2.8020e-01	
 2.8500e-01	 2.5613e-01	 2.7660e-01	
 3.0420e-01	 2.5640e-01	 2.9400e-01	
 2.8190e-01	 2.5509e-01	 2.7460e-01	
 2.9720e-01	 2.5391e-01	 2.8480e-01	
 2.8330e-01	 2.5327e-01	 2.7580e-01	
 3.0370e-01	 2.5153e-01	 2.9300e-01	
 2.9090e-01	 2.5680e-01	 2.8120e-01	
 2.8420e-01	 2.5656e-01	 2.7560e-01	
 3.0040e-01	 2.5789e-01	 2.8960e-01	
 2.9460e-01	 2.5604e-01	 2.8440e-01	
 2.8760e-01	 2.5749e-01	 2.8100e-01	
 2.9720e-01	 2.5560e-01	 2.8680e-01	
 2.8930e-01	 2.5778e-01	 2.8120e-01	
 2.9090e-01	 2.5618e-01	 2.8200e-01	
 2.9100e-01	 2.5667e-01	 2.8360e-01	
 2.9170e-01	 2.5551e-01	 2.8920e-01	
 2.9130e-01	 2.5558e-01	 2.8360e-01	
 2.8820e-01	 2.5629e-01	 2.7840e-01	
 2.8920e-01	 2.5596e-01	 2.8060e-01	
 2.9000e-01	 2.5567e-01	 2.8080e-01	
 2.8780e-01	 2.5324e-01	 2.8180e-01	
 2.9530e-01	 2.5396e-01	 2.8620e-01	
 2.9210e-01	 2.5542e-01	 2.8480e-01	
 2.8390e-01	 2.5389e-01	 2.7760e-01	
 2.9200e-01	 2.5729e-01	 2.8140e-01	
 3.0180e-01	 2.5576e-01	 2.9400e-01	
 2.8900e-01	 2.5476e-01	 2.8000e-01	
 2.8750e-01	 2.5629e-01	 2.8340e-01	
 2.9990e-01	 2.5589e-01	 2.9100e-01	
 2.9530e-01	 2.5631e-01	 2.8740e-01	
 2.9050e-01	 2.5616e-01	 2.8420e-01	
 2.9240e-01	 2.5758e-01	 2.8000e-01	
 2.9350e-01	 2.5496e-01	 2.8620e-01	
 2.8610e-01	 2.5604e-01	 2.8280e-01	
 2.9730e-01	 2.5440e-01	 2.9080e-01	
 2.9320e-01	 2.5367e-01	 2.8200e-01	
 2.8520e-01	 2.5684e-01	 2.7420e-01	
 2.8500e-01	 2.5411e-01	 2.8180e-01	
 2.9260e-01	 2.5564e-01	 2.8940e-01	
 2.8530e-01	 2.5620e-01	 2.7320e-01	
 2.8320e-01	 2.5547e-01	 2.8140e-01	
 2.9680e-01	 2.5584e-01	 2.9160e-01	
 2.9720e-01	 2.5567e-01	 2.9020e-01	
 2.9550e-01	 2.5384e-01	 2.8680e-01	
 2.8730e-01	 2.5382e-01	 2.8000e-01	
 2.9660e-01	 2.5618e-01	 2.8800e-01	
 2.8970e-01	 2.5502e-01	 2.7860e-01	
 2.9440e-01	 2.5502e-01	 2.9220e-01	
 2.9730e-01	 2.5253e-01	 2.8700e-01	
 2.8500e-01	 2.5660e-01	 2.7840e-01	
 2.8450e-01	 2.5769e-01	 2.7380e-01	
 2.9960e-01	 2.5633e-01	 2.8740e-01	
