Test Error	Training Error	Valid Error	
 7.6092e-01	 7.4646e-01	 7.3147e-01	
 9.2467e-01	 6.4790e-01	 9.0887e-01	
 6.5066e-01	 6.3588e-01	 6.1604e-01	
 6.3210e-01	 5.9430e-01	 5.9538e-01	
 6.0480e-01	 5.5407e-01	 5.5529e-01	
 6.2773e-01	 5.1060e-01	 5.9174e-01	
 4.8035e-01	 4.5254e-01	 4.3985e-01	
 5.8843e-01	 3.8342e-01	 5.5650e-01	
 3.1004e-01	 3.1457e-01	 2.9162e-01	
 2.5000e-01	 2.6583e-01	 2.4666e-01	
 2.2489e-01	 2.3896e-01	 2.3937e-01	
 2.2489e-01	 2.3653e-01	 2.4544e-01	
 2.2162e-01	 2.3950e-01	 2.3329e-01	
 2.2489e-01	 2.3923e-01	 2.4544e-01	
 2.2489e-01	 2.4072e-01	 2.3937e-01	
 2.2052e-01	 2.4058e-01	 2.3086e-01	
 2.0961e-01	 2.4153e-01	 2.2843e-01	
 2.2489e-01	 2.3734e-01	 2.2965e-01	
 2.2052e-01	 2.4045e-01	 2.3086e-01	
 2.0197e-01	 2.3815e-01	 2.1385e-01	
 2.2817e-01	 2.4274e-01	 2.3329e-01	
 2.1397e-01	 2.4099e-01	 2.3694e-01	
 2.2707e-01	 2.3599e-01	 2.3572e-01	
 2.1943e-01	 2.3640e-01	 2.3329e-01	
 2.2052e-01	 2.4045e-01	 2.3086e-01	
 2.4127e-01	 2.3748e-01	 2.4423e-01	
 2.1397e-01	 2.3856e-01	 2.3694e-01	
 2.2052e-01	 2.4234e-01	 2.3086e-01	
 2.2052e-01	 2.3640e-01	 2.3086e-01	
 2.2162e-01	 2.3883e-01	 2.3329e-01	
 2.3253e-01	 2.3910e-01	 2.4180e-01	
 2.2817e-01	 2.3640e-01	 2.3572e-01	
 2.0633e-01	 2.3788e-01	 2.2236e-01	
 2.1725e-01	 2.3910e-01	 2.2479e-01	
 2.4127e-01	 2.3775e-01	 2.4423e-01	
 2.2162e-01	 2.3964e-01	 2.3329e-01	
 2.1943e-01	 2.4045e-01	 2.3329e-01	
 2.1397e-01	 2.3829e-01	 2.3694e-01	
 2.2707e-01	 2.3640e-01	 2.3086e-01	
 2.2052e-01	 2.3842e-01	 2.3086e-01	
 2.1397e-01	 2.4099e-01	 2.3694e-01	
 2.3144e-01	 2.3572e-01	 2.3937e-01	
 2.2052e-01	 2.4018e-01	 2.3086e-01	
 2.2052e-01	 2.3910e-01	 2.3086e-01	
 2.2489e-01	 2.3991e-01	 2.4544e-01	
 2.1725e-01	 2.3856e-01	 2.2479e-01	
 2.3144e-01	 2.3761e-01	 2.3937e-01	
 2.1725e-01	 2.4234e-01	 2.2479e-01	
 2.1725e-01	 2.4153e-01	 2.3329e-01	
 2.3035e-01	 2.3869e-01	 2.4180e-01	
 2.2052e-01	 2.3950e-01	 2.3694e-01	
 2.0961e-01	 2.3572e-01	 2.2843e-01	
 2.2707e-01	 2.3694e-01	 2.3815e-01	
 2.1834e-01	 2.3721e-01	 2.3572e-01	
 2.1725e-01	 2.4193e-01	 2.3329e-01	
 2.0961e-01	 2.4153e-01	 2.2843e-01	
 2.4236e-01	 2.3910e-01	 2.4909e-01	
 2.3144e-01	 2.3545e-01	 2.3937e-01	
 2.2162e-01	 2.4342e-01	 2.3329e-01	
 2.2052e-01	 2.3572e-01	 2.3086e-01	
 2.1397e-01	 2.3680e-01	 2.2722e-01	
 2.2489e-01	 2.3680e-01	 2.3937e-01	
 2.2052e-01	 2.4112e-01	 2.3086e-01	
 2.4563e-01	 2.3937e-01	 2.5273e-01	
 2.2380e-01	 2.3883e-01	 2.4180e-01	
 2.1397e-01	 2.3883e-01	 2.3694e-01	
 2.2817e-01	 2.3707e-01	 2.3572e-01	
 2.1070e-01	 2.3653e-01	 2.3086e-01	
 2.3799e-01	 2.3734e-01	 2.4666e-01	
 2.2052e-01	 2.3991e-01	 2.3086e-01	
 2.2052e-01	 2.4031e-01	 2.3086e-01	
 2.0306e-01	 2.3856e-01	 2.2114e-01	
 2.3144e-01	 2.4166e-01	 2.3937e-01	
 2.4236e-01	 2.4342e-01	 2.4180e-01	
 2.1725e-01	 2.4207e-01	 2.2479e-01	
 2.1397e-01	 2.3613e-01	 2.2357e-01	
 2.0961e-01	 2.3424e-01	 2.2843e-01	
 2.1834e-01	 2.3451e-01	 2.3572e-01	
 2.1725e-01	 2.3626e-01	 2.2479e-01	
 2.0961e-01	 2.4463e-01	 2.2843e-01	
 2.3035e-01	 2.4261e-01	 2.3572e-01	
 2.3472e-01	 2.3829e-01	 2.4423e-01	
 2.1725e-01	 2.3626e-01	 2.2479e-01	
 2.2052e-01	 2.4004e-01	 2.3086e-01	
 2.2489e-01	 2.3451e-01	 2.2965e-01	
 2.2489e-01	 2.4004e-01	 2.4058e-01	
 2.3581e-01	 2.4004e-01	 2.4787e-01	
 2.2817e-01	 2.3842e-01	 2.3329e-01	
 2.0961e-01	 2.3491e-01	 2.2843e-01	
 2.2707e-01	 2.4247e-01	 2.2965e-01	
 2.4345e-01	 2.4004e-01	 2.5516e-01	
 2.2489e-01	 2.3775e-01	 2.4544e-01	
 2.3472e-01	 2.3842e-01	 2.3451e-01	
 2.1397e-01	 2.3910e-01	 2.3694e-01	
 2.2162e-01	 2.3572e-01	 2.3937e-01	
 2.3035e-01	 2.4207e-01	 2.3572e-01	
 2.2817e-01	 2.3923e-01	 2.3572e-01	
 2.3472e-01	 2.3653e-01	 2.4423e-01	
 2.1725e-01	 2.4058e-01	 2.3329e-01	
 2.1725e-01	 2.3694e-01	 2.2479e-01	
 2.1725e-01	 2.3788e-01	 2.2479e-01	
 2.1725e-01	 2.3599e-01	 2.2479e-01	
 2.2271e-01	 2.3559e-01	 2.3451e-01	
 2.4454e-01	 2.3734e-01	 2.4544e-01	
 2.1725e-01	 2.3923e-01	 2.2479e-01	
 2.3144e-01	 2.3775e-01	 2.3937e-01	
 2.0961e-01	 2.3802e-01	 2.2843e-01	
 2.0742e-01	 2.4058e-01	 2.2600e-01	
 2.1943e-01	 2.3694e-01	 2.3329e-01	
 2.1834e-01	 2.3586e-01	 2.3572e-01	
 2.3581e-01	 2.4058e-01	 2.4787e-01	
 2.0633e-01	 2.3910e-01	 2.2236e-01	
 2.3581e-01	 2.3856e-01	 2.4787e-01	
 2.2380e-01	 2.3829e-01	 2.4180e-01	
 2.3144e-01	 2.4004e-01	 2.3937e-01	
 2.3253e-01	 2.3775e-01	 2.5030e-01	
 2.2707e-01	 2.3923e-01	 2.3572e-01	
 2.2162e-01	 2.3923e-01	 2.4180e-01	
 2.2598e-01	 2.4018e-01	 2.4301e-01	
 2.1725e-01	 2.3788e-01	 2.2479e-01	
 2.2489e-01	 2.3829e-01	 2.3937e-01	
 2.3581e-01	 2.4004e-01	 2.3815e-01	
 2.1725e-01	 2.3896e-01	 2.2479e-01	
 2.3908e-01	 2.3869e-01	 2.4423e-01	
 2.2489e-01	 2.3397e-01	 2.2965e-01	
 2.2162e-01	 2.3586e-01	 2.3329e-01	
 2.2817e-01	 2.3883e-01	 2.4180e-01	
 2.3035e-01	 2.4112e-01	 2.3572e-01	
 2.2162e-01	 2.3491e-01	 2.4180e-01	
 2.1397e-01	 2.3937e-01	 2.3694e-01	
 2.1725e-01	 2.4004e-01	 2.3086e-01	
 2.0742e-01	 2.3883e-01	 2.1507e-01	
 2.4236e-01	 2.3883e-01	 2.4909e-01	
 2.3144e-01	 2.3626e-01	 2.3937e-01	
 2.1943e-01	 2.4139e-01	 2.3329e-01	
 2.2489e-01	 2.3653e-01	 2.3937e-01	
 2.2489e-01	 2.3788e-01	 2.3937e-01	
 2.3035e-01	 2.3842e-01	 2.3572e-01	
 2.2162e-01	 2.4018e-01	 2.4180e-01	
 2.1397e-01	 2.3977e-01	 2.3694e-01	
 2.2052e-01	 2.3532e-01	 2.3086e-01	
 2.2489e-01	 2.4058e-01	 2.4544e-01	
 2.4236e-01	 2.3478e-01	 2.4909e-01	
 2.2817e-01	 2.3991e-01	 2.4180e-01	
 2.1397e-01	 2.4031e-01	 2.3694e-01	
 2.2489e-01	 2.3775e-01	 2.3937e-01	
 2.1070e-01	 2.3586e-01	 2.3086e-01	
 2.2817e-01	 2.3964e-01	 2.4180e-01	
 2.1397e-01	 2.3761e-01	 2.3694e-01	
 2.2707e-01	 2.3802e-01	 2.2965e-01	
 2.1397e-01	 2.4004e-01	 2.3694e-01	
 2.1725e-01	 2.4207e-01	 2.2479e-01	
 2.2489e-01	 2.4220e-01	 2.3937e-01	
 2.3253e-01	 2.3748e-01	 2.5030e-01	
 2.3581e-01	 2.3910e-01	 2.3815e-01	
 2.2052e-01	 2.4382e-01	 2.3572e-01	
 2.1725e-01	 2.3977e-01	 2.3329e-01	
 2.3144e-01	 2.4261e-01	 2.3815e-01	
 2.2817e-01	 2.3599e-01	 2.3572e-01	
 2.3472e-01	 2.3761e-01	 2.5030e-01	
 2.2817e-01	 2.3748e-01	 2.4058e-01	
 2.1725e-01	 2.3869e-01	 2.2479e-01	
 2.2489e-01	 2.3964e-01	 2.4544e-01	
 2.3144e-01	 2.3883e-01	 2.4666e-01	
 2.2162e-01	 2.3734e-01	 2.4058e-01	
 2.1943e-01	 2.3586e-01	 2.3329e-01	
 2.1943e-01	 2.4112e-01	 2.3329e-01	
 2.1397e-01	 2.4126e-01	 2.3694e-01	
 2.1616e-01	 2.4355e-01	 2.2236e-01	
 2.3581e-01	 2.4031e-01	 2.4787e-01	
 2.4891e-01	 2.4288e-01	 2.4909e-01	
 2.1943e-01	 2.3977e-01	 2.3329e-01	
 2.1507e-01	 2.4220e-01	 2.4058e-01	
 2.4672e-01	 2.4342e-01	 2.5759e-01	
 2.1070e-01	 2.4180e-01	 2.3086e-01	
 2.0852e-01	 2.3910e-01	 2.1750e-01	
 2.2380e-01	 2.3694e-01	 2.4180e-01	
 2.1725e-01	 2.3937e-01	 2.3086e-01	
 2.3144e-01	 2.4045e-01	 2.3937e-01	
 2.2052e-01	 2.4085e-01	 2.3086e-01	
 2.3144e-01	 2.4328e-01	 2.3937e-01	
 2.1616e-01	 2.3923e-01	 2.2236e-01	
 2.3581e-01	 2.3748e-01	 2.4787e-01	
 2.2052e-01	 2.3748e-01	 2.3086e-01	
 2.0961e-01	 2.3748e-01	 2.2843e-01	
 2.1725e-01	 2.3842e-01	 2.2479e-01	
 2.1397e-01	 2.3775e-01	 2.3694e-01	
 2.3581e-01	 2.3856e-01	 2.4787e-01	
 2.1397e-01	 2.4018e-01	 2.3694e-01	
 2.1834e-01	 2.3586e-01	 2.3572e-01	
 2.2489e-01	 2.4099e-01	 2.3937e-01	
 2.2489e-01	 2.3518e-01	 2.3937e-01	
 2.3253e-01	 2.3910e-01	 2.4423e-01	
 2.1943e-01	 2.4315e-01	 2.3329e-01	
