Test Error	Training Error	Valid Error	
 9.5150e-01	 9.5444e-01	 9.3935e-01	
 9.5756e-01	 9.0006e-01	 9.5844e-01	
 8.6763e-01	 8.6061e-01	 8.5885e-01	
 7.1506e-01	 7.6783e-01	 7.2332e-01	
 5.4227e-01	 6.5911e-01	 5.4549e-01	
 4.3651e-01	 5.4639e-01	 4.3729e-01	
 6.0997e-01	 4.4766e-01	 6.2411e-01	
 2.7956e-01	 3.7135e-01	 2.7705e-01	
 2.4823e-01	 3.1830e-01	 2.5122e-01	
 2.2061e-01	 2.7702e-01	 2.2276e-01	
 2.0815e-01	 2.5035e-01	 2.1041e-01	
 2.0478e-01	 2.5202e-01	 2.0816e-01	
 2.0815e-01	 2.5189e-01	 2.1041e-01	
 2.0579e-01	 2.5135e-01	 2.0816e-01	
 2.0815e-01	 2.4944e-01	 2.1041e-01	
 2.0714e-01	 2.4923e-01	 2.0928e-01	
 2.1522e-01	 2.5131e-01	 2.1677e-01	
 2.1623e-01	 2.5089e-01	 2.1640e-01	
 2.0815e-01	 2.4998e-01	 2.1153e-01	
 2.0916e-01	 2.5148e-01	 2.1191e-01	
 2.0815e-01	 2.4985e-01	 2.1041e-01	
 2.0478e-01	 2.5048e-01	 2.0816e-01	
 2.1253e-01	 2.4836e-01	 2.1415e-01	
 2.1253e-01	 2.4927e-01	 2.1415e-01	
 2.1927e-01	 2.4977e-01	 2.1939e-01	
 2.1253e-01	 2.4998e-01	 2.1415e-01	
 2.1253e-01	 2.5098e-01	 2.1415e-01	
 2.0478e-01	 2.5248e-01	 2.0816e-01	
 2.0781e-01	 2.5131e-01	 2.1003e-01	
 2.1253e-01	 2.4765e-01	 2.1415e-01	
 2.0175e-01	 2.4919e-01	 2.0554e-01	
