Test Error	Training Error	Valid Error	
 6.3590e-01	 6.9749e-01	 6.3680e-01	
 4.9100e-01	 5.0596e-01	 4.6880e-01	
 3.8360e-01	 4.0096e-01	 3.7020e-01	
 3.5330e-01	 3.4482e-01	 3.3880e-01	
 3.1450e-01	 3.1364e-01	 3.1040e-01	
 2.9520e-01	 2.9669e-01	 2.8660e-01	
 2.7110e-01	 2.7933e-01	 2.6320e-01	
 2.5150e-01	 2.6647e-01	 2.4200e-01	
 2.3910e-01	 2.5804e-01	 2.2800e-01	
 2.4420e-01	 2.4673e-01	 2.3600e-01	
 2.4500e-01	 2.4409e-01	 2.3760e-01	
 2.7880e-01	 2.3827e-01	 2.8260e-01	
 2.2870e-01	 2.3382e-01	 2.1740e-01	
 2.3410e-01	 2.2913e-01	 2.3280e-01	
 2.1720e-01	 2.2947e-01	 2.1320e-01	
 2.1990e-01	 2.2264e-01	 2.1380e-01	
 2.1840e-01	 2.2033e-01	 2.1880e-01	
 2.0880e-01	 2.2276e-01	 1.9600e-01	
 2.4570e-01	 2.2051e-01	 2.4220e-01	
 2.2820e-01	 2.1400e-01	 2.2160e-01	
 2.2690e-01	 2.1547e-01	 2.2140e-01	
 2.0410e-01	 2.1216e-01	 2.0140e-01	
 2.2820e-01	 2.1131e-01	 2.2360e-01	
 2.4970e-01	 2.1040e-01	 2.4920e-01	
 2.1970e-01	 2.0629e-01	 2.1600e-01	
 2.2490e-01	 2.0873e-01	 2.1400e-01	
 2.1310e-01	 2.0684e-01	 2.0780e-01	
 2.1750e-01	 2.0953e-01	 2.1340e-01	
 2.2250e-01	 2.0447e-01	 2.1380e-01	
 2.4220e-01	 2.0520e-01	 2.3480e-01	
 2.1250e-01	 2.0322e-01	 2.1520e-01	
 2.2550e-01	 2.0533e-01	 2.1600e-01	
 2.3490e-01	 2.0413e-01	 2.2620e-01	
 2.1300e-01	 2.0033e-01	 2.0160e-01	
 2.3670e-01	 2.0424e-01	 2.3320e-01	
 2.1650e-01	 2.0133e-01	 2.0760e-01	
 2.0300e-01	 2.0153e-01	 1.9100e-01	
 2.1580e-01	 2.0173e-01	 2.1880e-01	
 1.9840e-01	 2.0336e-01	 1.8880e-01	
 2.1080e-01	 1.9913e-01	 2.0320e-01	
 2.2820e-01	 2.0253e-01	 2.1740e-01	
 2.1310e-01	 2.0089e-01	 2.1020e-01	
 2.1470e-01	 1.9724e-01	 2.0580e-01	
 2.2370e-01	 1.9584e-01	 2.1500e-01	
 2.0800e-01	 1.9918e-01	 1.9640e-01	
 2.0440e-01	 1.9924e-01	 2.0220e-01	
 2.0470e-01	 1.9658e-01	 1.9060e-01	
 2.0430e-01	 1.9856e-01	 2.0080e-01	
 2.1360e-01	 1.9876e-01	 2.0620e-01	
 2.3180e-01	 1.9869e-01	 2.3100e-01	
 1.7960e-01	 1.6913e-01	 1.6860e-01	
 1.8920e-01	 1.6169e-01	 1.7980e-01	
 1.7280e-01	 1.5904e-01	 1.6500e-01	
 1.6380e-01	 1.5667e-01	 1.5480e-01	
 1.9170e-01	 1.5878e-01	 1.8440e-01	
 1.7460e-01	 1.5647e-01	 1.7140e-01	
 1.6920e-01	 1.5567e-01	 1.6640e-01	
 1.7150e-01	 1.5582e-01	 1.6740e-01	
 1.6940e-01	 1.5700e-01	 1.6580e-01	
 1.8590e-01	 1.5436e-01	 1.8520e-01	
 1.7300e-01	 1.5460e-01	 1.6760e-01	
 1.7190e-01	 1.5500e-01	 1.6360e-01	
 1.6750e-01	 1.5600e-01	 1.6580e-01	
 1.7310e-01	 1.5196e-01	 1.6860e-01	
 1.7670e-01	 1.5496e-01	 1.7320e-01	
 1.7460e-01	 1.5184e-01	 1.6920e-01	
 1.7120e-01	 1.5273e-01	 1.6900e-01	
 1.7120e-01	 1.5189e-01	 1.6180e-01	
 1.7340e-01	 1.5276e-01	 1.6740e-01	
