Test Error	Training Error	Valid Error	
 9.3070e-01	 9.3538e-01	 9.2899e-01	
 9.1680e-01	 9.1711e-01	 9.1078e-01	
 8.9890e-01	 8.9444e-01	 8.9818e-01	
 8.7100e-01	 8.5969e-01	 8.7698e-01	
 8.4100e-01	 8.2713e-01	 8.5137e-01	
 8.1320e-01	 7.9598e-01	 8.2176e-01	
 7.7840e-01	 7.6771e-01	 7.8456e-01	
 7.5180e-01	 7.4624e-01	 7.5375e-01	
 7.3900e-01	 7.2071e-01	 7.3975e-01	
 7.1460e-01	 7.0276e-01	 7.2254e-01	
 7.1230e-01	 6.8429e-01	 7.2034e-01	
 6.8690e-01	 6.7444e-01	 6.9254e-01	
 6.9410e-01	 6.6033e-01	 7.0174e-01	
 6.7760e-01	 6.4591e-01	 6.8234e-01	
 6.5690e-01	 6.3716e-01	 6.6113e-01	
 6.5710e-01	 6.2740e-01	 6.6033e-01	
 6.4600e-01	 6.1989e-01	 6.4093e-01	
 6.2840e-01	 6.1251e-01	 6.3033e-01	
 6.1760e-01	 6.0198e-01	 6.1732e-01	
 6.2950e-01	 5.9236e-01	 6.2212e-01	
 6.1510e-01	 5.8769e-01	 6.1412e-01	
 6.0010e-01	 5.8244e-01	 5.9972e-01	
 5.8620e-01	 5.7573e-01	 5.8672e-01	
 6.0990e-01	 5.7098e-01	 6.0432e-01	
 6.0420e-01	 5.6602e-01	 6.0152e-01	
 6.0820e-01	 5.5711e-01	 5.9972e-01	
 5.9200e-01	 5.5336e-01	 6.0172e-01	
 5.7130e-01	 5.5336e-01	 5.6711e-01	
 5.6290e-01	 5.4827e-01	 5.5951e-01	
 5.5880e-01	 5.4753e-01	 5.6151e-01	
 5.7180e-01	 5.3989e-01	 5.6331e-01	
 5.7530e-01	 5.3367e-01	 5.7031e-01	
 5.6930e-01	 5.3480e-01	 5.6471e-01	
 5.6780e-01	 5.2620e-01	 5.5931e-01	
 5.5680e-01	 5.2651e-01	 5.6491e-01	
 5.5770e-01	 5.2433e-01	 5.6031e-01	
 5.4750e-01	 5.2116e-01	 5.5091e-01	
 5.6740e-01	 5.1631e-01	 5.5991e-01	
 5.4900e-01	 5.1518e-01	 5.5271e-01	
 5.3400e-01	 5.1384e-01	 5.2751e-01	
 5.5640e-01	 5.0942e-01	 5.5311e-01	
 5.4160e-01	 5.0858e-01	 5.4091e-01	
 5.2770e-01	 5.0722e-01	 5.2450e-01	
 5.2600e-01	 5.0327e-01	 5.3211e-01	
 5.3620e-01	 4.9960e-01	 5.2751e-01	
 5.3810e-01	 4.9833e-01	 5.3951e-01	
 5.4160e-01	 4.9947e-01	 5.3531e-01	
 5.3020e-01	 4.9738e-01	 5.2210e-01	
 5.0890e-01	 4.9524e-01	 5.0850e-01	
 5.5230e-01	 4.9051e-01	 5.4891e-01	
 5.1230e-01	 4.7316e-01	 5.0390e-01	
 5.1100e-01	 4.6349e-01	 5.1170e-01	
 4.9810e-01	 4.5591e-01	 4.9410e-01	
 4.9460e-01	 4.5249e-01	 4.9190e-01	
 5.0020e-01	 4.5296e-01	 4.9010e-01	
 4.9850e-01	 4.4669e-01	 4.9430e-01	
 5.0410e-01	 4.4524e-01	 4.9190e-01	
 4.9280e-01	 4.4402e-01	 4.8950e-01	
 4.9870e-01	 4.4253e-01	 4.9630e-01	
 4.9520e-01	 4.3782e-01	 4.9570e-01	
 4.8940e-01	 4.3780e-01	 4.8710e-01	
 4.9660e-01	 4.3858e-01	 4.9410e-01	
 4.8790e-01	 4.3478e-01	 4.8050e-01	
 4.9090e-01	 4.3247e-01	 4.8870e-01	
 4.9360e-01	 4.3362e-01	 4.8950e-01	
 4.8280e-01	 4.3176e-01	 4.8150e-01	
