Test Error	Training Error	Valid Error	
 5.2130e-01	 6.0496e-01	 5.0820e-01	
 3.6490e-01	 4.0273e-01	 3.5440e-01	
 3.5450e-01	 3.3960e-01	 3.4860e-01	
 3.3700e-01	 3.1336e-01	 3.2860e-01	
 2.8020e-01	 2.9278e-01	 2.7700e-01	
 2.6820e-01	 2.7547e-01	 2.6020e-01	
 2.5760e-01	 2.6787e-01	 2.5520e-01	
 2.5570e-01	 2.5493e-01	 2.6140e-01	
 2.7000e-01	 2.5202e-01	 2.6720e-01	
 2.5050e-01	 2.4433e-01	 2.3880e-01	
 2.7210e-01	 2.4142e-01	 2.5540e-01	
 2.6360e-01	 2.3542e-01	 2.6520e-01	
 2.6030e-01	 2.3547e-01	 2.5640e-01	
 2.5980e-01	 2.3242e-01	 2.5260e-01	
 2.6010e-01	 2.2898e-01	 2.5080e-01	
 2.3640e-01	 2.2733e-01	 2.2920e-01	
 2.3410e-01	 2.2500e-01	 2.2880e-01	
 2.6060e-01	 2.2291e-01	 2.5520e-01	
 2.4690e-01	 2.2564e-01	 2.3560e-01	
 2.3500e-01	 2.2240e-01	 2.2720e-01	
 2.3790e-01	 2.2129e-01	 2.3260e-01	
 2.4220e-01	 2.1802e-01	 2.3660e-01	
 2.4390e-01	 2.2076e-01	 2.3220e-01	
 2.3620e-01	 2.1884e-01	 2.2740e-01	
 2.3370e-01	 2.1558e-01	 2.3060e-01	
 2.5140e-01	 2.1411e-01	 2.3260e-01	
 2.2090e-01	 2.1680e-01	 2.1520e-01	
 2.5260e-01	 2.1576e-01	 2.5400e-01	
 2.6820e-01	 2.1682e-01	 2.4780e-01	
 2.5240e-01	 2.1138e-01	 2.4560e-01	
 2.3540e-01	 2.1133e-01	 2.2560e-01	
 2.1110e-01	 2.1698e-01	 2.0960e-01	
 2.5850e-01	 2.1158e-01	 2.5060e-01	
 2.3790e-01	 2.1040e-01	 2.3660e-01	
 2.3480e-01	 2.1536e-01	 2.1880e-01	
 2.5350e-01	 2.1076e-01	 2.5180e-01	
 2.3530e-01	 2.0991e-01	 2.2640e-01	
 2.2280e-01	 2.1136e-01	 2.1500e-01	
 2.3020e-01	 2.1091e-01	 2.2740e-01	
 2.3230e-01	 2.1153e-01	 2.2460e-01	
 2.2640e-01	 2.0982e-01	 2.1540e-01	
 2.4050e-01	 2.0980e-01	 2.2880e-01	
 2.3300e-01	 2.1164e-01	 2.2320e-01	
 2.3120e-01	 2.0980e-01	 2.2440e-01	
 2.9110e-01	 2.1107e-01	 2.8020e-01	
 2.5140e-01	 2.0971e-01	 2.3720e-01	
 2.7900e-01	 2.0876e-01	 2.6100e-01	
 2.4790e-01	 2.0820e-01	 2.4200e-01	
 2.3080e-01	 2.0422e-01	 2.2540e-01	
 2.4070e-01	 2.0891e-01	 2.3120e-01	
 1.9870e-01	 1.8053e-01	 1.9020e-01	
 2.0090e-01	 1.6893e-01	 1.9480e-01	
