Test Error	Training Error	Valid Error	
 7.3144e-01	 7.5172e-01	 7.2175e-01	
 8.1550e-01	 6.5290e-01	 7.8979e-01	
 6.5721e-01	 6.3372e-01	 6.4399e-01	
 7.1070e-01	 6.1293e-01	 6.9745e-01	
 7.9585e-01	 6.0767e-01	 7.6428e-01	
 7.1288e-01	 5.9754e-01	 6.8894e-01	
 6.3100e-01	 5.8728e-01	 6.0267e-01	
 6.3210e-01	 5.7743e-01	 5.9538e-01	
 7.2380e-01	 5.6744e-01	 6.7072e-01	
 6.6485e-01	 5.4043e-01	 6.3791e-01	
 5.4913e-01	 5.2612e-01	 5.2855e-01	
 6.6594e-01	 5.2626e-01	 6.1361e-01	
 5.9716e-01	 5.2815e-01	 5.5893e-01	
 5.8188e-01	 5.2572e-01	 5.4313e-01	
 6.4847e-01	 5.2707e-01	 6.1604e-01	
 6.5393e-01	 5.2383e-01	 6.0632e-01	
 6.5939e-01	 5.2450e-01	 6.2576e-01	
 6.5284e-01	 5.2558e-01	 6.1604e-01	
 6.5284e-01	 5.2828e-01	 6.1604e-01	
 6.7576e-01	 5.2869e-01	 6.2333e-01	
 6.3100e-01	 5.2545e-01	 5.9903e-01	
 5.7860e-01	 5.2248e-01	 5.3706e-01	
 5.7424e-01	 5.2963e-01	 5.4313e-01	
 6.8231e-01	 5.2936e-01	 6.3305e-01	
 6.3319e-01	 5.2153e-01	 6.0389e-01	
 5.7424e-01	 5.2504e-01	 5.4313e-01	
 6.5939e-01	 5.2950e-01	 6.0875e-01	
 6.2009e-01	 5.2639e-01	 5.8931e-01	
 6.7140e-01	 5.2585e-01	 6.1604e-01	
 5.8515e-01	 5.2329e-01	 5.5164e-01	
 5.5349e-01	 5.3058e-01	 5.3341e-01	
 6.4083e-01	 5.2612e-01	 6.0875e-01	
 5.6332e-01	 5.2909e-01	 5.4313e-01	
 6.4301e-01	 5.1910e-01	 6.1239e-01	
 6.7140e-01	 5.2990e-01	 6.1604e-01	
 6.3646e-01	 5.2788e-01	 6.0146e-01	
 6.6594e-01	 5.2410e-01	 6.1847e-01	
 6.6157e-01	 5.2464e-01	 6.0632e-01	
 5.9279e-01	 5.2477e-01	 5.6015e-01	
 6.7576e-01	 5.2923e-01	 6.2333e-01	
 5.6987e-01	 5.2558e-01	 5.4313e-01	
 6.6157e-01	 5.2761e-01	 6.0632e-01	
 6.3537e-01	 5.2680e-01	 6.0146e-01	
 6.3865e-01	 5.2666e-01	 5.9903e-01	
 5.6987e-01	 5.2194e-01	 5.3584e-01	
 6.7576e-01	 5.2855e-01	 6.2333e-01	
 5.8188e-01	 5.2653e-01	 5.4557e-01	
 5.6114e-01	 5.2464e-01	 5.4070e-01	
