Test Error	Training Error	Valid Error	
 6.0440e-01	 6.3422e-01	 5.9560e-01	
 4.5160e-01	 4.5311e-01	 4.4300e-01	
 3.6250e-01	 3.7456e-01	 3.5100e-01	
 3.4400e-01	 3.2740e-01	 3.3660e-01	
 3.0170e-01	 2.8958e-01	 2.9160e-01	
 3.0170e-01	 2.7160e-01	 2.9440e-01	
 2.5520e-01	 2.4702e-01	 2.5060e-01	
 2.4550e-01	 2.3111e-01	 2.4240e-01	
 2.3960e-01	 2.2151e-01	 2.2880e-01	
 2.3470e-01	 2.0962e-01	 2.2120e-01	
 2.2810e-01	 2.0462e-01	 2.1660e-01	
 2.3750e-01	 1.9791e-01	 2.3620e-01	
 2.2600e-01	 1.9238e-01	 2.1740e-01	
 2.1910e-01	 1.8756e-01	 2.0960e-01	
 2.1440e-01	 1.8336e-01	 2.1220e-01	
 2.1770e-01	 1.8016e-01	 2.0820e-01	
 2.0830e-01	 1.7502e-01	 1.9500e-01	
 2.0440e-01	 1.7611e-01	 1.9240e-01	
 2.0430e-01	 1.7244e-01	 1.9320e-01	
 1.9830e-01	 1.7129e-01	 1.9540e-01	
 2.0470e-01	 1.6822e-01	 1.9960e-01	
 1.9680e-01	 1.6651e-01	 1.9180e-01	
 1.9920e-01	 1.6271e-01	 1.8960e-01	
 1.8710e-01	 1.6396e-01	 1.8280e-01	
 1.8600e-01	 1.5902e-01	 1.7420e-01	
 1.9700e-01	 1.6029e-01	 1.9140e-01	
 1.9550e-01	 1.5916e-01	 1.8820e-01	
 1.8020e-01	 1.6013e-01	 1.7160e-01	
 1.8010e-01	 1.5660e-01	 1.6800e-01	
 1.9170e-01	 1.5351e-01	 1.8400e-01	
 1.8990e-01	 1.5704e-01	 1.8720e-01	
 1.8720e-01	 1.5480e-01	 1.8100e-01	
 1.9140e-01	 1.5538e-01	 1.8100e-01	
 1.7380e-01	 1.5142e-01	 1.7020e-01	
 1.7680e-01	 1.5464e-01	 1.6860e-01	
 1.7490e-01	 1.5058e-01	 1.6880e-01	
 1.9620e-01	 1.5056e-01	 1.8960e-01	
 1.8790e-01	 1.5273e-01	 1.7740e-01	
 1.8380e-01	 1.5084e-01	 1.6720e-01	
 1.9090e-01	 1.5176e-01	 1.8540e-01	
 1.6720e-01	 1.4762e-01	 1.5900e-01	
 1.8730e-01	 1.4867e-01	 1.7720e-01	
 1.9260e-01	 1.4696e-01	 1.8320e-01	
 1.7270e-01	 1.4776e-01	 1.6160e-01	
 1.9090e-01	 1.5089e-01	 1.8440e-01	
 1.8060e-01	 1.4618e-01	 1.7820e-01	
 1.9720e-01	 1.4862e-01	 1.8760e-01	
 1.9140e-01	 1.4636e-01	 1.8300e-01	
 1.7970e-01	 1.4789e-01	 1.6940e-01	
 1.7500e-01	 1.4804e-01	 1.6120e-01	
 1.5830e-01	 1.2213e-01	 1.5340e-01	
 1.5680e-01	 1.0980e-01	 1.4560e-01	
 1.5660e-01	 1.0791e-01	 1.5220e-01	
 1.5040e-01	 1.0731e-01	 1.4540e-01	
 1.6210e-01	 1.0538e-01	 1.4820e-01	
 1.7260e-01	 1.0633e-01	 1.6640e-01	
 1.5390e-01	 1.0471e-01	 1.4960e-01	
 1.6250e-01	 1.0358e-01	 1.5440e-01	
 1.6070e-01	 1.0127e-01	 1.4660e-01	
 1.5390e-01	 1.0213e-01	 1.4880e-01	
 1.6010e-01	 1.0147e-01	 1.5420e-01	
 1.4780e-01	 1.0191e-01	 1.4380e-01	
 1.5360e-01	 1.0189e-01	 1.5080e-01	
 1.5370e-01	 1.0067e-01	 1.4600e-01	
 1.5470e-01	 1.0124e-01	 1.5180e-01	
 1.6020e-01	 1.0102e-01	 1.5520e-01	
 1.4430e-01	 1.0080e-01	 1.4580e-01	
 1.5170e-01	 1.0016e-01	 1.4440e-01	
 1.4910e-01	 9.8111e-02	 1.4760e-01	
 1.5730e-01	 9.8844e-02	 1.5020e-01	
 1.5300e-01	 1.0187e-01	 1.4280e-01	
 1.5770e-01	 9.7489e-02	 1.5080e-01	
 1.5420e-01	 1.0109e-01	 1.4900e-01	
 1.6180e-01	 9.8111e-02	 1.5200e-01	
 1.4420e-01	 9.8067e-02	 1.4380e-01	
 1.5580e-01	 9.9356e-02	 1.4620e-01	
 1.5090e-01	 9.8000e-02	 1.5020e-01	
 1.4860e-01	 9.8267e-02	 1.5100e-01	
 1.4360e-01	 1.0022e-01	 1.3460e-01	
 1.5860e-01	 9.8667e-02	 1.5360e-01	
 1.6080e-01	 9.9044e-02	 1.5100e-01	
 1.6760e-01	 9.8333e-02	 1.5900e-01	
 1.6220e-01	 9.7044e-02	 1.5680e-01	
 1.5860e-01	 9.8244e-02	 1.5280e-01	
 1.5280e-01	 9.8667e-02	 1.4700e-01	
 1.4240e-01	 1.0136e-01	 1.3880e-01	
 1.6170e-01	 9.5533e-02	 1.5640e-01	
 1.6500e-01	 9.7911e-02	 1.5800e-01	
 1.4950e-01	 9.7289e-02	 1.4440e-01	
 1.6260e-01	 9.7378e-02	 1.5940e-01	
 1.7670e-01	 9.5578e-02	 1.6840e-01	
 1.7020e-01	 9.5689e-02	 1.6140e-01	
 1.5200e-01	 9.6378e-02	 1.4500e-01	
 1.5460e-01	 9.6711e-02	 1.4880e-01	
 1.3730e-01	 9.7511e-02	 1.4120e-01	
